사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도
2014010300100357,2014년 1월 3일 18시,금요일,충청남도 천안시 동남구 구성동,경상사고,0,0,4,0,차대차 - 추돌 - 주정차중,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,62세,상해없음,승용,남,35세,경상
2014010300100415,2014년 1월 3일 20시,금요일,충청남도 천안시 서북구 백석동,중상사고,0,1,0,0,차대차 - 기타,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,27세,상해없음,원동기,남,18세,중상
2014010400100360,2014년 1월 4일 18시,토요일,충청남도 천안시 서북구 성환읍,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,54세,상해없음,보행자,남,25세,경상
2014010400100484,2014년 1월 4일 22시,토요일,충청남도 천안시 동남구 목천읍,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로부근,화물,남,46세,상해없음,보행자,남,61세,중상
2014010400100485,2014년 1월 4일 22시,토요일,충청남도 천안시 동남구 다가동,경상사고,0,0,3,0,차대차 - 측면직각충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,52세,상해없음,승용,남,23세,경상
2014010400100510,2014년 1월 4일 23시,토요일,충청남도 천안시 동남구 원성동,경상사고,0,0,1,0,차대차 - 추돌 - 주정차중,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,42세,상해없음,승용,남,52세,경상
2014010500100050,2014년 1월 5일 04시,일요일,충청남도 천안시 서북구 두정동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,24세,상해없음,보행자,남,22세,경상
2014010500100210,2014년 1월 5일 16시,일요일,충청남도 천안시 동남구 삼룡동,중상사고,0,3,3,0,차대차 - 측면직각충돌,신호위반,건조,맑음,교차로 - 교차로안,승합,남,35세,상해없음,승합,남,52세,경상
2014010500100314,2014년 1월 5일 20시,일요일,충청남도 천안시 서북구 쌍용동,경상사고,0,0,1,2,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,51세,상해없음,승용,남,36세,부상신고
2014010600100001,2014년 1월 6일 00시,월요일,충청남도 천안시 서북구 불당동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로안,승용,남,44세,상해없음,보행자,남,39세,중상
2014010600100283,2014년 1월 6일 16시,월요일,충청남도 천안시 동남구 신방동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,24세,상해없음,승합,남,34세,경상
2014010600100352,2014년 1월 6일 18시,월요일,충청남도 천안시 서북구 성환읍,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,49세,상해없음,보행자,남,35세,경상
2014010600100396,2014년 1월 6일 19시,월요일,충청남도 천안시 서북구 두정동,경상사고,0,0,1,0,차대사람 - 기타,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,28세,상해없음,보행자,여,23세,경상
2014010600100415,2014년 1월 6일 20시,월요일,충청남도 천안시 동남구 청당동,중상사고,0,1,0,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,승합,남,49세,상해없음,승용,남,49세,중상
2014010600100462,2014년 1월 6일 22시,월요일,충청남도 천안시 동남구 구성동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,39세,상해없음,승용,여,32세,경상
2014010700100104,2014년 1월 7일 08시,화요일,충청남도 천안시 동남구 다가동,경상사고,0,0,1,0,차량단독 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,43세,상해없음,,,,
2014010700100435,2014년 1월 7일 22시,화요일,충청남도 천안시 서북구 백석동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,37세,상해없음,승용,여,32세,경상
2014010700100437,2014년 1월 7일 22시,화요일,충청남도 천안시 동남구 성남면,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,40세,상해없음,보행자,남,22세,경상
2014010700100438,2014년 1월 7일 22시,화요일,충청남도 천안시 동남구 원성동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,27세,상해없음,자전거,남,18세,경상
2014010800100307,2014년 1월 8일 17시,수요일,충청남도 천안시 서북구 성정동,중상사고,0,1,0,0,차대차 - 측면직각충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,69세,상해없음,자전거,남,61세,중상
2014010800100406,2014년 1월 8일 20시,수요일,충청남도 천안시 서북구 성정동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,53세,상해없음,승용,여,44세,기타불명
2014010900100029,2014년 1월 9일 01시,목요일,충청남도 천안시 서북구 성정동,중상사고,0,1,0,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,승용,남,23세,상해없음,승용,남,66세,중상
2014010900100039,2014년 1월 9일 02시,목요일,충청남도 천안시 동남구 삼룡동,중상사고,0,1,1,0,차대차 - 추돌 - 주정차중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,29세,기타불명,화물,남,54세,경상
2014010900100286,2014년 1월 9일 15시,목요일,충청남도 천안시 서북구 성거읍,중상사고,0,1,2,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,60세,상해없음,승용,남,26세,상해없음
2014010900100474,2014년 1월 9일 22시,목요일,충청남도 천안시 서북구 성정동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,34세,상해없음,승합,여,45세,경상
2014011000100010,2014년 1월 10일 00시,금요일,충청남도 천안시 서북구 쌍용동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,25세,상해없음,승용,남,34세,경상
2014011000100180,2014년 1월 10일 12시,금요일,충청남도 천안시 서북구 성정동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,24세,상해없음,이륜,남,33세,중상
2014011000100249,2014년 1월 10일 15시,금요일,충청남도 천안시 동남구 신부동,경상사고,0,0,1,0,차대차 - 추돌 - 주정차중,안전운전불이행,습기,눈,단일로 - 기타,승용,남,61세,상해없음,화물,여,43세,상해없음
2014011000100297,2014년 1월 10일 17시,금요일,충청남도 천안시 서북구 성정동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,53세,경상,승용,여,49세,경상
2014011000100335,2014년 1월 10일 18시,금요일,충청남도 천안시 서북구 성환읍,사망사고,1,0,0,0,차대차 - 추돌 - 진행중,안전운전불이행,건조,흐림,단일로 - 기타,승용,남,45세,상해없음,농기계,남,48세,사망
2014011000100337,2014년 1월 10일 18시,금요일,충청남도 천안시 동남구 원성동,경상사고,0,0,1,0,차대차 - 추돌 - 주정차중,안전거리미확보,건조,맑음,단일로 - 기타,화물,남,53세,상해없음,승용,남,59세,경상
2014011000100504,2014년 1월 10일 23시,금요일,충청남도 천안시 서북구 두정동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,51세,상해없음,보행자,남,58세,중상
2014011000100505,2014년 1월 10일 23시,금요일,충청남도 천안시 서북구 성환읍,경상사고,0,0,2,0,차대차 - 추돌 - 주정차중,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,37세,상해없음,승용,남,26세,경상
2014011100100082,2014년 1월 11일 04시,토요일,충청남도 천안시 서북구 성정동,경상사고,0,0,2,0,차대차 - 측면직각충돌,중앙선침범,건조,맑음,단일로 - 기타,승용,남,19세,상해없음,승용,남,45세,경상
2014011100100101,2014년 1월 11일 05시,토요일,충청남도 천안시 서북구 성정동,중상사고,0,1,0,0,차대차 - 추돌 - 주정차중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,23세,상해없음,승합,남,40세,상해없음
2014011200100012,2014년 1월 12일 00시,일요일,충청남도 천안시 동남구 목천읍,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,54세,상해없음,보행자,남,39세,중상
2014011200100096,2014년 1월 12일 06시,일요일,충청남도 천안시 서북구 입장면,중상사고,0,1,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,48세,중상,승합,남,53세,경상
2014011200100216,2014년 1월 12일 15시,일요일,충청남도 천안시 서북구 쌍용동,경상사고,0,0,1,0,차대차 - 추돌 - 주정차중,안전운전불이행,건조,맑음,교차로 - 교차로부근,기타불명,기타불명,기타불명,기타불명,승용,여,58세,경상
2014011200100368,2014년 1월 12일 22시,일요일,충청남도 천안시 동남구 다가동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,교차로 - 교차로안,기타불명,기타불명,기타불명,기타불명,보행자,여,61세,경상
2014011300100094,2014년 1월 13일 08시,월요일,충청남도 천안시 동남구 영성동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,단일로 - 횡단보도상,화물,남,34세,상해없음,보행자,여,69세,중상
2014011300100140,2014년 1월 13일 10시,월요일,충청남도 천안시 서북구 백석동,경상사고,0,0,1,0,차대차 - 측면직각충돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,35세,상해없음,승용,여,48세,경상
2014011400100029,2014년 1월 14일 03시,화요일,충청남도 천안시 서북구 성정동,경상사고,0,0,1,0,차대차 - 추돌 - 주정차중,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,29세,상해없음,승용,남,45세,상해없음
2014011400100407,2014년 1월 14일 20시,화요일,충청남도 천안시 동남구 다가동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,49세,상해없음,보행자,여,74세,중상
2014011500100023,2014년 1월 15일 01시,수요일,충청남도 천안시 서북구 불당동,중상사고,0,1,2,0,차대차 - 측면직각충돌,차로위반,건조,맑음,단일로 - 기타,승용,남,50세,상해없음,승용,남,21세,상해없음
2014011500100052,2014년 1월 15일 05시,수요일,충청남도 천안시 동남구 신부동,경상사고,0,0,1,0,차대차 - 추돌 - 주정차중,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,여,25세,상해없음,승용,남,26세,경상
2014011500100209,2014년 1월 15일 12시,수요일,충청남도 천안시 서북구 두정동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,33세,상해없음,이륜,남,31세,경상
2014011500100410,2014년 1월 15일 19시,수요일,충청남도 천안시 동남구 원성동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,30세,상해없음,보행자,여,68세,경상
2014011500100507,2014년 1월 15일 22시,수요일,충청남도 천안시 서북구 불당동,경상사고,0,0,5,0,차대차 - 추돌 - 주정차중,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,여,49세,상해없음,승용,남,36세,경상
2014011600100091,2014년 1월 16일 07시,목요일,충청남도 천안시 서북구 직산읍,중상사고,0,1,0,0,차대차 - 측면직각충돌,중앙선침범,건조,맑음,교차로 - 교차로부근,승용,여,24세,상해없음,승용,여,30세,중상
2014011600100175,2014년 1월 16일 11시,목요일,충청남도 천안시 서북구 쌍용동,중상사고,0,2,0,0,차대차 - 추돌 - 진행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,41세,상해없음,원동기,남,73세,중상
2014011600100245,2014년 1월 16일 14시,목요일,충청남도 천안시 동남구 신방동,중상사고,0,1,0,0,차대차 - 기타,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,42세,중상,승합,남,47세,상해없음
2014011600100295,2014년 1월 16일 16시,목요일,충청남도 천안시 동남구 신방동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,30세,상해없음,승용,여,27세,경상
2014011600100346,2014년 1월 16일 18시,목요일,충청남도 천안시 동남구 목천읍,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,52세,상해없음,보행자,여,57세,중상
2014011600100347,2014년 1월 16일 18시,목요일,충청남도 천안시 동남구 청당동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,47세,상해없음,승용,남,49세,경상
2014011700100094,2014년 1월 17일 07시,금요일,충청남도 천안시 동남구 대흥동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,단일로 - 횡단보도상,승용,남,39세,상해없음,보행자,여,62세,경상
2014011700100162,2014년 1월 17일 10시,금요일,충청남도 천안시 서북구 성정동,경상사고,0,0,1,0,차대차 - 추돌 - 주정차중,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,50세,상해없음,승용,남,41세,경상
2014011700100210,2014년 1월 17일 12시,금요일,충청남도 천안시 서북구 두정동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,기타 - 기타,이륜,남,43세,경상,승용,여,58세,상해없음
2014011700100234,2014년 1월 17일 13시,금요일,충청남도 천안시 서북구 성환읍,중상사고,0,1,0,0,차대차 - 기타,교차로운행방법위반,건조,맑음,교차로 - 교차로안,화물,남,58세,상해없음,원동기,남,70세,중상
2014011700100335,2014년 1월 17일 17시,금요일,충청남도 천안시 서북구 쌍용동,경상사고,0,0,1,0,차대차 - 측면직각충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,22세,상해없음,승용,남,72세,경상
2014011800100069,2014년 1월 18일 02시,토요일,충청남도 천안시 서북구 불당동,경상사고,0,0,3,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,43세,상해없음,승용,남,22세,경상
2014011800100296,2014년 1월 18일 15시,토요일,충청남도 천안시 동남구 성황동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,단일로 - 기타,승용,여,32세,상해없음,보행자,여,60세,경상
2014011800100348,2014년 1월 18일 17시,토요일,충청남도 천안시 서북구 쌍용동,경상사고,0,0,2,0,차대차 - 추돌 - 진행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,51세,상해없음,승용,남,25세,경상
2014011800100417,2014년 1월 18일 19시,토요일,충청남도 천안시 동남구 원성동,중상사고,0,2,0,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,50세,상해없음,승용,남,29세,중상
2014011900100035,2014년 1월 19일 01시,일요일,충청남도 천안시 서북구 성환읍,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,기타 - 기타,화물,남,31세,상해없음,보행자,남,45세,경상
2014011900100050,2014년 1월 19일 02시,일요일,충청남도 천안시 서북구 입장면,경상사고,0,0,1,0,차대차 - 추돌 - 진행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,32세,상해없음,화물,남,47세,경상
2014011900100150,2014년 1월 19일 10시,일요일,충청남도 천안시 서북구 성정동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,54세,상해없음,승용,여,34세,상해없음
2014011900100193,2014년 1월 19일 12시,일요일,충청남도 천안시 서북구 성정동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,32세,상해없음,보행자,남,49세,경상
2014011900100302,2014년 1월 19일 17시,일요일,충청남도 천안시 서북구 백석동,경상사고,0,0,1,0,차대차 - 측면직각충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,여,51세,상해없음,원동기,남,16세,경상
2014011900100357,2014년 1월 19일 19시,일요일,충청남도 천안시 서북구 두정동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,교차로 - 교차로안,승용,여,45세,상해없음,승용,남,51세,경상
2014011900100361,2014년 1월 19일 19시,일요일,충청남도 천안시 동남구 안서동,경상사고,0,0,1,0,차대차 - 측면직각충돌,중앙선침범,건조,맑음,단일로 - 기타,승용,남,52세,상해없음,원동기,남,42세,경상
2014011900100385,2014년 1월 19일 20시,일요일,충청남도 천안시 동남구 영성동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,자전거,남,70세,경상,승용,남,45세,상해없음
2014012000100302,2014년 1월 20일 12시,월요일,충청남도 천안시 동남구 봉명동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,56세,상해없음,승용,남,28세,경상
2014012000100449,2014년 1월 20일 17시,월요일,충청남도 천안시 서북구 쌍용동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,결빙,눈,단일로 - 기타,승용,남,58세,상해없음,승용,남,58세,경상
2014012100100018,2014년 1월 21일 01시,화요일,충청남도 천안시 서북구 직산읍,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,적설,눈,교차로 - 교차로부근,승용,남,40세,상해없음,승용,남,46세,경상
2014012100100047,2014년 1월 21일 04시,화요일,충청남도 천안시 서북구 성정동,경상사고,0,0,1,0,차대차 - 측면직각충돌,안전운전불이행,적설,눈,교차로 - 교차로안,승용,남,57세,상해없음,승용,남,45세,경상
2014012100100149,2014년 1월 21일 09시,화요일,충청남도 천안시 서북구 성거읍,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,적설,기타,교차로 - 교차로부근,화물,남,43세,상해없음,보행자,여,71세,경상
2014012100100150,2014년 1월 21일 09시,화요일,충청남도 천안시 동남구 신방동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,기타 - 기타,화물,남,40세,상해없음,보행자,남,67세,경상
2014012100100185,2014년 1월 21일 10시,화요일,충청남도 천안시 서북구 백석동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,습기,기타,교차로 - 교차로부근,승용,남,42세,기타불명,승용,남,34세,경상
2014012100100334,2014년 1월 21일 16시,화요일,충청남도 천안시 동남구 병천면,경상사고,0,0,1,0,차대차 - 추돌 - 진행중,안전운전불이행,적설,맑음,단일로 - 기타,이륜,남,70세,상해없음,이륜,여,55세,경상
2014012100100434,2014년 1월 21일 19시,화요일,충청남도 천안시 서북구 성환읍,경상사고,0,0,1,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,승용,남,40세,기타불명,승용,남,33세,경상
2014012100100465,2014년 1월 21일 20시,화요일,충청남도 천안시 서북구 성환읍,경상사고,0,0,3,0,차대차 - 기타,중앙선침범,건조,맑음,단일로 - 기타,승용,남,40세,상해없음,승합,남,63세,경상
2014012100100466,2014년 1월 21일 20시,화요일,충청남도 천안시 서북구 성정동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,습기,맑음,교차로 - 교차로부근,승용,남,55세,상해없음,이륜,남,35세,경상
2014012200100104,2014년 1월 22일 08시,수요일,충청남도 천안시 서북구 성거읍,경상사고,0,0,1,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,화물,남,54세,상해없음,승용,남,54세,경상
2014012200100105,2014년 1월 22일 08시,수요일,충청남도 천안시 동남구 병천면,경상사고,0,0,1,0,차대차 - 추돌 - 주정차중,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,21세,상해없음,화물,남,55세,상해없음
2014012200100248,2014년 1월 22일 13시,수요일,충청남도 천안시 서북구 두정동,중상사고,0,1,0,0,차대차 - 추돌 - 주정차중,안전운전불이행,건조,맑음,기타 - 기타,승용,여,29세,상해없음,승합,남,70세,중상
2014012300100014,2014년 1월 23일 00시,목요일,충청남도 천안시 서북구 백석동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,27세,상해없음,화물,남,35세,상해없음
2014012300100427,2014년 1월 23일 18시,목요일,충청남도 천안시 서북구 쌍용동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,19세,상해없음,원동기,남,62세,중상
2014012300100474,2014년 1월 23일 19시,목요일,충청남도 천안시 서북구 성정동,경상사고,0,0,1,0,차대차 - 추돌 - 주정차중,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,45세,상해없음,화물,남,53세,경상
2014012300100548,2014년 1월 23일 21시,목요일,충청남도 천안시 동남구 영성동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,55세,상해없음,보행자,여,56세,중상
2014012300100585,2014년 1월 23일 22시,목요일,충청남도 천안시 동남구 병천면,중상사고,0,1,0,0,차량단독 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,27세,중상,,,,
2014012400100040,2014년 1월 24일 01시,금요일,충청남도 천안시 서북구 두정동,경상사고,0,0,1,0,차대차 - 추돌 - 주정차중,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,22세,상해없음,승용,여,44세,경상
2014012400100041,2014년 1월 24일 01시,금요일,충청남도 천안시 서북구 성정동,경상사고,0,0,1,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,승용,남,28세,상해없음,승용,남,55세,경상
2014012400100055,2014년 1월 24일 02시,금요일,충청남도 천안시 서북구 쌍용동,경상사고,0,0,2,0,차대차 - 추돌 - 주정차중,안전운전불이행,건조,맑음,기타 - 기타,승용,남,24세,상해없음,승용,남,42세,경상
2014012400100379,2014년 1월 24일 17시,금요일,충청남도 천안시 동남구 삼룡동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,65세,상해없음,승용,남,55세,경상
2014012400100422,2014년 1월 24일 18시,금요일,충청남도 천안시 동남구 신부동,경상사고,0,0,7,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,21세,상해없음,승용,남,38세,경상
2014012400100536,2014년 1월 24일 20시,금요일,충청남도 천안시 서북구 성거읍,경상사고,0,0,1,0,차대차 - 측면직각충돌,안전운전불이행,건조,맑음,단일로 - 기타,기타불명,기타불명,기타불명,기타불명,승용,여,31세,경상
2014012400100537,2014년 1월 24일 20시,금요일,충청남도 천안시 서북구 성환읍,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,52세,상해없음,보행자,남,32세,경상
2014012400100576,2014년 1월 24일 21시,금요일,충청남도 천안시 서북구 성정동,경상사고,0,0,1,0,차대차 - 측면직각충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,49세,상해없음,승용,여,49세,경상
2014012500100114,2014년 1월 25일 05시,토요일,충청남도 천안시 서북구 입장면,중상사고,0,1,0,0,차량단독 - 공작물충돌,안전운전불이행,습기,비,단일로 - 기타,승용,남,61세,상해없음,,,,
2014012500100438,2014년 1월 25일 18시,토요일,충청남도 천안시 서북구 와촌동,중상사고,0,1,0,0,차대차 - 측면직각충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,52세,상해없음,원동기,남,50세,중상
2014012500100439,2014년 1월 25일 18시,토요일,충청남도 천안시 서북구 성환읍,중상사고,0,1,0,0,차대차 - 추돌 - 주정차중,안전운전불이행,건조,맑음,미분류 - 미분류,승용,남,49세,상해없음,승용,여,48세,중상
2014012500100476,2014년 1월 25일 19시,토요일,충청남도 천안시 서북구 백석동,경상사고,0,0,1,0,차대차 - 측면직각충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,여,26세,상해없음,승용,여,40세,경상
2014012600100207,2014년 1월 26일 13시,일요일,충청남도 천안시 서북구 두정동,경상사고,0,0,1,0,차대차 - 측면직각충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,여,30세,상해없음,승용,남,38세,경상
2014012600100284,2014년 1월 26일 16시,일요일,충청남도 천안시 서북구 쌍용동,경상사고,0,0,3,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,28세,상해없음,승용,남,45세,경상
2014012800100203,2014년 1월 28일 08시,화요일,충청남도 천안시 동남구 신부동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,23세,상해없음,승용,남,38세,경상
2014012800100333,2014년 1월 28일 12시,화요일,충청남도 천안시 서북구 백석동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,교차로 - 교차로부근,화물,남,39세,상해없음,승용,남,25세,경상
2014012800100364,2014년 1월 28일 13시,화요일,충청남도 천안시 서북구 성정동,경상사고,0,0,1,0,차대차 - 측면직각충돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,29세,상해없음,자전거,여,31세,경상
2014012800100404,2014년 1월 28일 14시,화요일,충청남도 천안시 서북구 성정동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,33세,상해없음,승용,여,31세,경상
