사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도
2014072900100595,2014년 7월 29일 23시,화요일,충청남도 천안시 서북구 성정동,경상사고,0,0,1,0,차대차 - 측면직각충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,22세,기타불명,승용,남,40세,경상
2014073000100218,2014년 7월 30일 11시,수요일,충청남도 천안시 동남구 병천면,경상사고,0,0,1,0,차대차 - 추돌 - 주정차중,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,65세,상해없음,승용,여,49세,경상
2014073000100219,2014년 7월 30일 11시,수요일,충청남도 천안시 동남구 신부동,중상사고,0,1,0,0,차대차 - 측면직각충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,23세,상해없음,승용,남,67세,중상
2014073000100359,2014년 7월 30일 15시,수요일,충청남도 천안시 서북구 성환읍,중상사고,0,1,0,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,승용,남,52세,상해없음,승용,여,34세,중상
2014073100100034,2014년 7월 31일 01시,목요일,충청남도 천안시 동남구 원성동,경상사고,0,0,2,0,차대차 - 측면직각충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,19세,상해없음,승용,남,56세,경상
2014073100100151,2014년 7월 31일 08시,목요일,충청남도 천안시 서북구 직산읍,중상사고,0,1,0,0,차대사람 - 길가장자리구역통행중,교차로운행방법위반,건조,맑음,교차로 - 교차로안,화물,남,40세,상해없음,보행자,남,33세,중상
2014073100100152,2014년 7월 31일 08시,목요일,충청남도 천안시 서북구 두정동,중상사고,0,1,0,0,차대차 - 측면직각충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,26세,상해없음,승용,남,62세,중상
2014073100100153,2014년 7월 31일 08시,목요일,충청남도 천안시 동남구 원성동,중상사고,0,1,0,0,차대차 - 측면직각충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,원동기,남,18세,중상,승합,남,38세,상해없음
2014073100100179,2014년 7월 31일 09시,목요일,충청남도 천안시 서북구 두정동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,56세,상해없음,보행자,여,17세,경상
2014073100100180,2014년 7월 31일 09시,목요일,충청남도 천안시 서북구 성정동,중상사고,0,1,0,0,차대차 - 기타,신호위반,습기,비,교차로 - 교차로안,승용,여,53세,상해없음,이륜,남,21세,중상
2014073100100278,2014년 7월 31일 12시,목요일,충청남도 천안시 동남구 구성동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,단일로 - 횡단보도상,승용,남,50세,상해없음,보행자,남,6세,중상
2014073100100416,2014년 7월 31일 16시,목요일,충청남도 천안시 서북구 두정동,경상사고,0,0,1,0,차대차 - 기타,중앙선침범,건조,맑음,기타 - 기타,이륜,남,28세,경상,승용,남,51세,상해없음
2014073100100417,2014년 7월 31일 16시,목요일,충청남도 천안시 서북구 쌍용동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,69세,상해없음,보행자,여,7세,중상
2014073100100418,2014년 7월 31일 16시,목요일,충청남도 천안시 동남구 신방동,중상사고,0,4,1,1,차대차 - 측면직각충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,64세,부상신고,승용,여,35세,중상
2014073100100421,2014년 7월 31일 16시,목요일,충청남도 천안시 서북구 입장면,중상사고,0,1,2,0,차대차 - 추돌 - 진행중,안전운전불이행,습기,맑음,단일로 - 기타,화물,남,49세,상해없음,승용,남,56세,중상
2014073100100588,2014년 7월 31일 20시,목요일,충청남도 천안시 서북구 성정동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,34세,상해없음,보행자,남,42세,중상
2014080100100123,2014년 8월 1일 08시,금요일,충청남도 천안시 동남구 오룡동,중상사고,0,1,0,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,여,50세,상해없음,보행자,남,71세,중상
2014080100100171,2014년 8월 1일 10시,금요일,충청남도 천안시 동남구 신방동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,42세,상해없음,보행자,여,90세,경상
2014080100100278,2014년 8월 1일 13시,금요일,충청남도 천안시 서북구 직산읍,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,42세,상해없음,보행자,여,33세,경상
2014080100100427,2014년 8월 1일 17시,금요일,충청남도 천안시 동남구 다가동,중상사고,0,1,0,0,차대사람 - 차도통행중,보행자보호의무위반,건조,맑음,단일로 - 기타,승용,남,56세,상해없음,보행자,남,18세,중상
2014080100100428,2014년 8월 1일 17시,금요일,충청남도 천안시 동남구 구성동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,43세,상해없음,승용,남,47세,상해없음
2014080100100611,2014년 8월 1일 22시,금요일,충청남도 천안시 동남구 신부동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,기타불명,기타불명,기타불명,승용,남,34세,경상
2014080200100108,2014년 8월 2일 05시,토요일,충청남도 천안시 서북구 두정동,경상사고,0,0,1,0,차대차 - 측면직각충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,25세,기타불명,승용,남,31세,경상
2014080200100122,2014년 8월 2일 06시,토요일,충청남도 천안시 서북구 성정동,경상사고,0,0,1,0,차대차 - 기타,중앙선침범,건조,맑음,단일로 - 기타,기타불명,기타불명,기타불명,기타불명,승용,남,67세,경상
2014080200100246,2014년 8월 2일 11시,토요일,충청남도 천안시 서북구 입장면,경상사고,0,0,2,0,차대차 - 추돌 - 주정차중,안전운전불이행,건조,흐림,단일로 - 기타,승용,남,46세,상해없음,승용,남,33세,경상
2014080200100285,2014년 8월 2일 12시,토요일,충청남도 천안시 서북구 두정동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,단일로 - 기타,승합,남,41세,상해없음,보행자,남,26세,중상
2014080200100604,2014년 8월 2일 20시,토요일,충청남도 천안시 서북구 두정동,중상사고,0,1,2,0,차대차 - 기타,안전운전불이행,습기,흐림,단일로 - 기타,기타불명,기타불명,기타불명,기타불명,승용,남,21세,중상
2014080200100606,2014년 8월 2일 20시,토요일,충청남도 천안시 동남구 원성동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,습기,비,단일로 - 기타,승용,남,49세,상해없음,보행자,여,65세,중상
2014080200100652,2014년 8월 2일 21시,토요일,충청남도 천안시 동남구 봉명동,경상사고,0,0,1,0,차대차 - 기타,신호위반,습기,비,교차로 - 교차로안,승용,남,24세,상해없음,원동기,남,36세,경상
2014080300100046,2014년 8월 3일 01시,일요일,충청남도 천안시 동남구 구성동,경상사고,0,0,1,0,차대차 - 추돌 - 주정차중,안전거리미확보,습기,비,단일로 - 기타,승용,여,41세,상해없음,승용,남,36세,경상
2014080300100047,2014년 8월 3일 01시,일요일,충청남도 천안시 동남구 성남면,사망사고,1,0,0,0,차대차 - 기타,안전운전불이행,습기,비,단일로 - 기타,승용,여,35세,상해없음,승용,남,40세,사망
2014080300100125,2014년 8월 3일 05시,일요일,충청남도 천안시 동남구 대흥동,중상사고,0,2,0,0,차량단독 - 공작물충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,27세,중상,,,,
2014080300100203,2014년 8월 3일 10시,일요일,충청남도 천안시 동남구 봉명동,경상사고,0,0,1,0,차대차 - 추돌 - 진행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,18세,상해없음,이륜,남,37세,경상
2014080300100431,2014년 8월 3일 19시,일요일,충청남도 천안시 동남구 성황동,중상사고,0,1,0,0,차대차 - 측면직각충돌,신호위반,건조,맑음,교차로 - 교차로안,이륜,남,22세,중상,승용,남,36세,상해없음
2014080300100463,2014년 8월 3일 20시,일요일,충청남도 천안시 동남구 영성동,경상사고,0,0,1,0,차대차 - 추돌 - 주정차중,안전운전불이행,습기,비,교차로 - 교차로부근,승용,남,45세,상해없음,승용,여,29세,경상
2014080400100062,2014년 8월 4일 04시,월요일,충청남도 천안시 서북구 불당동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,습기,흐림,기타 - 기타,화물,남,56세,상해없음,보행자,남,34세,경상
2014080400100347,2014년 8월 4일 14시,월요일,충청남도 천안시 서북구 쌍용동,경상사고,0,0,1,0,차대차 - 추돌 - 주정차중,안전운전불이행,습기,비,교차로 - 교차로부근,화물,남,47세,상해없음,승용,여,27세,경상
2014080400100503,2014년 8월 4일 18시,월요일,충청남도 천안시 동남구 성황동,중상사고,0,1,2,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,이륜,남,26세,중상,승용,남,21세,경상
2014080400100652,2014년 8월 4일 22시,월요일,충청남도 천안시 서북구 성정동,경상사고,0,0,3,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,29세,상해없음,승용,남,25세,경상
2014080400100653,2014년 8월 4일 22시,월요일,충청남도 천안시 서북구 쌍용동,경상사고,0,0,4,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,56세,상해없음,승용,남,59세,경상
2014080400100685,2014년 8월 4일 23시,월요일,충청남도 천안시 서북구 성정동,경상사고,0,0,1,0,차대차 - 기타,교차로운행방법위반,건조,맑음,교차로 - 교차로안,원동기,남,15세,기타불명,자전거,남,15세,경상
2014080500100038,2014년 8월 5일 01시,화요일,충청남도 천안시 서북구 성정동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,46세,상해없음,원동기,기타불명,기타불명,기타불명
2014080500100149,2014년 8월 5일 09시,화요일,충청남도 천안시 서북구 직산읍,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 횡단보도부근,승용,남,50세,상해없음,보행자,여,75세,중상
2014080500100226,2014년 8월 5일 12시,화요일,충청남도 천안시 서북구 직산읍,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승용,여,37세,상해없음,승용,여,31세,경상
2014080500100227,2014년 8월 5일 12시,화요일,충청남도 천안시 동남구 신방동,중상사고,0,1,0,0,차대차 - 측면직각충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,63세,상해없음,원동기,남,57세,중상
2014080500100265,2014년 8월 5일 13시,화요일,충청남도 천안시 동남구 사직동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,52세,상해없음,보행자,여,75세,중상
2014080500100448,2014년 8월 5일 18시,화요일,충청남도 천안시 서북구 쌍용동,경상사고,0,0,1,0,차대차 - 측면직각충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,31세,상해없음,승용,남,22세,경상
2014080500100449,2014년 8월 5일 18시,화요일,충청남도 천안시 서북구 두정동,경상사고,0,0,1,0,차대차 - 측면직각충돌,중앙선침범,건조,맑음,교차로 - 교차로부근,승용,남,35세,상해없음,원동기,남,21세,경상
2014080500100492,2014년 8월 5일 19시,화요일,충청남도 천안시 서북구 쌍용동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,건조,맑음,교차로 - 교차로부근,원동기,여,62세,상해없음,보행자,여,16세,경상
2014080500100571,2014년 8월 5일 21시,화요일,충청남도 천안시 서북구 두정동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,23세,기타불명,보행자,남,33세,경상
2014080600100325,2014년 8월 6일 15시,수요일,충청남도 천안시 서북구 성거읍,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,습기,비,단일로 - 기타,승용,남,60세,상해없음,보행자,남,35세,경상
2014080600100376,2014년 8월 6일 16시,수요일,충청남도 천안시 서북구 직산읍,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,화물,남,37세,상해없음,승용,남,76세,경상
2014080600100480,2014년 8월 6일 19시,수요일,충청남도 천안시 동남구 청당동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,습기,비,미분류 - 미분류,승용,남,30세,상해없음,보행자,여,44세,경상
2014080600100586,2014년 8월 6일 22시,수요일,충청남도 천안시 서북구 불당동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,습기,비,단일로 - 횡단보도상,승용,여,47세,상해없음,보행자,여,15세,중상
2014080700100060,2014년 8월 7일 04시,목요일,충청남도 천안시 서북구 두정동,경상사고,0,0,2,0,차대차 - 측면직각충돌,교차로운행방법위반,습기,맑음,교차로 - 교차로안,승용,여,41세,상해없음,승용,남,44세,경상
2014080700100090,2014년 8월 7일 06시,목요일,충청남도 천안시 동남구 풍세면,중상사고,0,1,0,0,차대차 - 기타,교차로운행방법위반,건조,맑음,교차로 - 교차로안,화물,남,60세,상해없음,승용,남,65세,중상
2014080700100132,2014년 8월 7일 08시,목요일,충청남도 천안시 동남구 청수동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,기타불명,기타불명,기타불명,기타불명,화물,남,46세,상해없음
2014080700100411,2014년 8월 7일 17시,목요일,충청남도 천안시 서북구 두정동,경상사고,0,0,2,0,차대차 - 추돌 - 진행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,37세,상해없음,승용,여,25세,경상
2014080800100066,2014년 8월 8일 04시,금요일,충청남도 천안시 동남구 봉명동,경상사고,0,0,3,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,승용,남,59세,상해없음,승합,남,41세,경상
2014080800100076,2014년 8월 8일 05시,금요일,충청남도 천안시 동남구 목천읍,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,습기,흐림,기타 - 기타,승용,남,48세,상해없음,화물,남,42세,경상
2014080800100182,2014년 8월 8일 10시,금요일,충청남도 천안시 동남구 목천읍,경상사고,0,0,1,0,차대차 - 측면직각충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,이륜,남,64세,경상,승용,남,62세,상해없음
2014080800100183,2014년 8월 8일 10시,금요일,충청남도 천안시 동남구 구성동,경상사고,0,0,1,0,차대사람 - 보도통행중,기타,건조,맑음,단일로 - 기타,기타불명,기타불명,기타불명,기타불명,보행자,여,19세,경상
2014080800100340,2014년 8월 8일 15시,금요일,충청남도 천안시 서북구 쌍용동,중상사고,0,1,2,0,차대차 - 추돌 - 진행중,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,55세,경상,승합,남,51세,상해없음
2014080900100050,2014년 8월 9일 02시,토요일,충청남도 천안시 서북구 두정동,경상사고,0,0,2,0,차대차 - 측면직각충돌,신호위반,건조,맑음,교차로 - 교차로안,화물,남,48세,경상,승용,남,26세,상해없음
2014080900100065,2014년 8월 9일 03시,토요일,충청남도 천안시 서북구 성거읍,경상사고,0,0,1,0,차대차 - 추돌 - 주정차중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,48세,상해없음,승용,남,48세,경상
2014080900100165,2014년 8월 9일 09시,토요일,충청남도 천안시 서북구 백석동,중상사고,0,1,1,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,승용,여,21세,상해없음,승합,남,30세,중상
2014080900100264,2014년 8월 9일 12시,토요일,충청남도 천안시 서북구 입장면,중상사고,0,3,2,0,차대차 - 기타,교차로운행방법위반,건조,맑음,교차로 - 교차로안,화물,남,37세,경상,승용,남,36세,중상
2014080900100324,2014년 8월 9일 14시,토요일,충청남도 천안시 동남구 목천읍,중상사고,0,2,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,58세,중상,승용,남,29세,경상
2014080900100386,2014년 8월 9일 16시,토요일,충청남도 천안시 서북구 직산읍,중상사고,0,1,0,0,차대차 - 기타,안전거리미확보,건조,맑음,기타 - 기타,이륜,남,80세,상해없음,승용,남,59세,상해없음
2014081000100077,2014년 8월 10일 04시,일요일,충청남도 천안시 서북구 두정동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승용,남,25세,상해없음,보행자,남,36세,경상
2014081000100113,2014년 8월 10일 07시,일요일,충청남도 천안시 서북구 성환읍,중상사고,0,1,0,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,승용,여,52세,상해없음,승용,여,75세,중상
2014081000100386,2014년 8월 10일 18시,일요일,충청남도 천안시 서북구 성정동,경상사고,0,0,1,0,차대차 - 기타,신호위반,습기,비,교차로 - 교차로안,승용,여,33세,상해없음,이륜,남,29세,경상
2014081000100419,2014년 8월 10일 19시,일요일,충청남도 천안시 서북구 성정동,경상사고,0,0,2,0,차대차 - 추돌 - 주정차중,안전운전불이행,습기,비,교차로 - 교차로부근,승용,남,46세,상해없음,승용,여,44세,경상
2014081000100462,2014년 8월 10일 20시,일요일,충청남도 천안시 동남구 청당동,경상사고,0,0,1,1,차대차 - 추돌 - 주정차중,안전운전불이행,건조,맑음,교차로 - 교차로부근,화물,남,50세,상해없음,승용,남,44세,부상신고
2014081100100206,2014년 8월 11일 11시,월요일,충청남도 천안시 동남구 수신면,경상사고,0,0,1,0,차대차 - 측면직각충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,53세,상해없음,승합,남,62세,상해없음
2014081100100587,2014년 8월 11일 21시,월요일,충청남도 천안시 동남구 구성동,경상사고,0,0,1,0,차대차 - 추돌 - 주정차중,안전거리미확보,건조,맑음,교차로 - 교차로부근,기타불명,기타불명,기타불명,기타불명,승용,여,26세,경상
2014081100100622,2014년 8월 11일 22시,월요일,충청남도 천안시 서북구 쌍용동,경상사고,0,0,3,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,자전거,남,15세,경상,원동기,남,19세,경상
2014081200100013,2014년 8월 12일 00시,화요일,충청남도 천안시 서북구 성정동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,32세,상해없음,승용,남,32세,경상
2014081200100102,2014년 8월 12일 07시,화요일,충청남도 천안시 서북구 백석동,경상사고,0,0,2,0,차대차 - 측면직각충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,37세,상해없음,승용,남,31세,경상
2014081200100360,2014년 8월 12일 15시,화요일,충청남도 천안시 서북구 성거읍,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,62세,상해없음,승용,남,35세,경상
2014081300100017,2014년 8월 13일 00시,수요일,충청남도 천안시 서북구 성정동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,23세,상해없음,보행자,여,50세,중상
2014081300100060,2014년 8월 13일 04시,수요일,충청남도 천안시 서북구 불당동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,원동기,남,45세,경상,승용,남,34세,상해없음
2014081300100076,2014년 8월 13일 06시,수요일,충청남도 천안시 서북구 성환읍,경상사고,0,0,3,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,승용,남,70세,상해없음,화물,남,59세,경상
2014081300100244,2014년 8월 13일 12시,수요일,충청남도 천안시 동남구 안서동,중상사고,0,1,0,0,차대차 - 기타,중앙선침범,건조,맑음,단일로 - 기타,승용,남,31세,상해없음,이륜,남,50세,중상
2014081300100277,2014년 8월 13일 13시,수요일,충청남도 천안시 서북구 백석동,중상사고,0,1,0,0,차대차 - 기타,신호위반,습기,비,교차로 - 교차로안,건설기계,남,62세,상해없음,승용,남,33세,중상
2014081300100312,2014년 8월 13일 14시,수요일,충청남도 천안시 서북구 쌍용동,경상사고,0,0,1,0,차대차 - 추돌 - 주정차중,기타,습기,비,단일로 - 기타,승용,남,78세,상해없음,승용,여,30세,경상
2014081300100353,2014년 8월 13일 15시,수요일,충청남도 천안시 동남구 봉명동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,54세,상해없음,승용,남,40세,경상
2014081300100492,2014년 8월 13일 19시,수요일,충청남도 천안시 동남구 목천읍,중상사고,0,5,0,0,차대차 - 추돌 - 주정차중,안전운전불이행,습기,비,단일로 - 기타,승용,남,27세,상해없음,승용,여,27세,중상
2014081300100572,2014년 8월 13일 21시,수요일,충청남도 천안시 동남구 신방동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,36세,상해없음,승용,남,36세,경상
2014081300100598,2014년 8월 13일 22시,수요일,충청남도 천안시 서북구 성거읍,경상사고,0,0,1,1,차대차 - 추돌 - 주정차중,중앙선침범,습기,비,단일로 - 기타,승용,기타불명,기타불명,기타불명,승용,남,27세,상해없음
2014081300100599,2014년 8월 13일 22시,수요일,충청남도 천안시 서북구 두정동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,습기,비,단일로 - 횡단보도상,승용,남,50세,상해없음,자전거,남,17세,경상
2014081300100633,2014년 8월 13일 23시,수요일,충청남도 천안시 서북구 성정동,경상사고,0,0,6,0,차대차 - 추돌 - 주정차중,안전운전불이행,습기,비,교차로 - 교차로부근,승용,남,46세,상해없음,승용,남,31세,경상
2014081400100038,2014년 8월 14일 01시,목요일,충청남도 천안시 서북구 두정동,경상사고,0,0,1,0,차대차 - 측면직각충돌,신호위반,습기,비,교차로 - 교차로안,승용,남,54세,상해없음,화물,남,19세,상해없음
2014081400100171,2014년 8월 14일 09시,목요일,충청남도 천안시 동남구 오룡동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,습기,비,교차로 - 교차로안,화물,여,47세,상해없음,보행자,여,64세,중상
2014081400100306,2014년 8월 14일 13시,목요일,충청남도 천안시 동남구 대흥동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,51세,상해없음,보행자,여,45세,중상
2014081400100384,2014년 8월 14일 15시,목요일,충청남도 천안시 서북구 쌍용동,경상사고,0,0,1,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,승용,남,49세,상해없음,화물,남,42세,경상
2014081400100385,2014년 8월 14일 15시,목요일,충청남도 천안시 동남구 신부동,경상사고,0,0,1,0,차대차 - 추돌 - 진행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,22세,상해없음,승용,여,33세,경상
2014081400100420,2014년 8월 14일 16시,목요일,충청남도 천안시 동남구 봉명동,경상사고,0,0,1,0,차대사람 - 기타,중앙선침범,건조,맑음,단일로 - 기타,승용,남,21세,상해없음,보행자,여,82세,경상
2014081400100421,2014년 8월 14일 16시,목요일,충청남도 천안시 동남구 동면,중상사고,0,1,0,0,차대차 - 정면충돌,중앙선침범,습기,비,단일로 - 기타,승용,남,31세,상해없음,승용,남,44세,중상
2014081400100528,2014년 8월 14일 19시,목요일,충청남도 천안시 동남구 풍세면,경상사고,0,0,2,0,차대차 - 추돌 - 진행중,안전운전불이행,습기,비,단일로 - 기타,승용,기타불명,기타불명,기타불명,승용,남,63세,경상
2014081400100621,2014년 8월 14일 21시,목요일,충청남도 천안시 서북구 성거읍,중상사고,0,2,0,0,차대차 - 기타,안전운전불이행,습기,비,단일로 - 기타,화물,남,42세,상해없음,승용,여,38세,중상
2014081500100017,2014년 8월 15일 00시,금요일,충청남도 천안시 동남구 수신면,경상사고,0,0,7,0,차대차 - 추돌 - 진행중,안전거리미확보,건조,맑음,단일로 - 기타,화물,남,49세,상해없음,승합,남,49세,기타불명
2014081500100043,2014년 8월 15일 01시,금요일,충청남도 천안시 서북구 백석동,중상사고,0,1,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,62세,상해없음,보행자,남,31세,중상
2014081500100102,2014년 8월 15일 05시,금요일,충청남도 천안시 서북구 두정동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,19세,기타불명,보행자,남,24세,경상
2014081500100161,2014년 8월 15일 08시,금요일,충청남도 천안시 동남구 수신면,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,62세,상해없음,화물,남,50세,중상
2014081500100231,2014년 8월 15일 11시,금요일,충청남도 천안시 서북구 성환읍,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,원동기,남,59세,상해없음,자전거,남,79세,중상
2014081500100541,2014년 8월 15일 20시,금요일,충청남도 천안시 동남구 신부동,중상사고,0,1,1,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,이륜,남,67세,중상,승용,남,42세,경상
2014081500100542,2014년 8월 15일 20시,금요일,충청남도 천안시 동남구 다가동,사망사고,1,0,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,37세,상해없음,보행자,남,58세,사망
2014081500100622,2014년 8월 15일 23시,금요일,충청남도 천안시 서북구 두정동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,기타 - 기타,이륜,남,19세,경상,승용,남,24세,상해없음
2014081600100007,2014년 8월 16일 00시,토요일,충청남도 천안시 서북구 두정동,경상사고,0,0,1,0,차량단독 - 공작물충돌,안전운전불이행,건조,맑음,기타 - 기타,원동기,여,16세,상해없음,,,,
2014081600100174,2014년 8월 16일 10시,토요일,충청남도 천안시 서북구 성거읍,경상사고,0,0,2,0,차대차 - 추돌 - 진행중,차로위반,건조,맑음,단일로 - 기타,승용,여,42세,경상,승합,남,67세,상해없음
2014081600100235,2014년 8월 16일 12시,토요일,충청남도 천안시 동남구 광덕면,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,69세,상해없음,자전거,남,40세,중상
2014081600100415,2014년 8월 16일 17시,토요일,충청남도 천안시 서북구 두정동,경상사고,0,0,1,0,차대차 - 기타,교차로운행방법위반,건조,맑음,교차로 - 교차로부근,승용,남,45세,상해없음,원동기,남,34세,경상
2014081600100452,2014년 8월 16일 18시,토요일,충청남도 천안시 서북구 직산읍,경상사고,0,0,1,0,차대사람 - 보도통행중,보행자보호의무위반,건조,맑음,단일로 - 횡단보도상,승용,남,54세,상해없음,보행자,여,25세,경상
2014081600100515,2014년 8월 16일 20시,토요일,충청남도 천안시 서북구 두정동,경상사고,0,0,2,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,25세,경상,승합,남,39세,상해없음
2014081600100611,2014년 8월 16일 23시,토요일,충청남도 천안시 동남구 신방동,경상사고,0,0,1,0,차대사람 - 길가장자리구역통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,22세,상해없음,보행자,여,23세,경상
2014081700100012,2014년 8월 17일 00시,일요일,충청남도 천안시 서북구 성정동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,37세,상해없음,승용,남,28세,경상
2014081700100140,2014년 8월 17일 10시,일요일,충청남도 천안시 동남구 구성동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,습기,비,교차로 - 교차로부근,승용,여,49세,상해없음,보행자,여,70세,중상
2014081700100231,2014년 8월 17일 14시,일요일,충청남도 천안시 동남구 병천면,경상사고,0,0,2,0,차대차 - 추돌 - 진행중,안전거리미확보,건조,맑음,단일로 - 기타,승용,여,24세,상해없음,승용,여,40세,경상
