"사고다발지FID","사고다발지ID","법정동코드","지점코드","시도시군구명","지점명","발생건수","사상자수","사망자수","중상자수","경상자수","부상신고자수","경도","위도","다발지역폴리곤"
6773126,"2022032","1132010500","11320001  ","서울특별시 도봉구1","서울특별시 도봉구 쌍문동(우이교앞교차로 부근)",5,8,0,5,3,0,127.031077270201,37.643110829302,"{""type"":""Polygon"",""coordinates"":[[[127.03197559,37.64311083],[127.03195832,37.64297206],[127.03190721,37.64283862],[127.03182419,37.64271564],[127.03171248,37.64260785],[127.03157635,37.64251939],[127.03142104,37.64245366],[127.03125252,37.64241318],[127.03107727,37.64239951],[127.03090202,37.64241318],[127.0307335,37.64245366],[127.03057819,37.64251939],[127.03044207,37.64260785],[127.03033035,37.64271564],[127.03024734,37.64283862],[127.03019622,37.64297206],[127.03017895,37.64311083],[127.03019622,37.6432496],[127.03024734,37.64338304],[127.03033035,37.64350601],[127.03044207,37.6436138],[127.03057819,37.64370226],[127.0307335,37.64376799],[127.03090202,37.64380847],[127.03107727,37.64382214],[127.03125252,37.64380847],[127.03142104,37.64376799],[127.03157635,37.64370226],[127.03171248,37.6436138],[127.03182419,37.64350601],[127.03190721,37.64338304],[127.03195832,37.6432496],[127.03197559,37.64311083]]]}"
6774008,"2022032","1132010500","11320002  ","서울특별시 도봉구2","서울특별시 도봉구 쌍문동(도봉보건소교차로 부근)",4,8,0,5,3,0,127.038699074903,37.657021454577,"{""type"":""Polygon"",""coordinates"":[[[127.03959739,37.65702145],[127.03958013,37.65688271],[127.03952901,37.6567493],[127.039446,37.65662634],[127.03933428,37.65651857],[127.03919815,37.65643013],[127.03904285,37.65636441],[127.03887433,37.65632394],[127.03869907,37.65631027],[127.03852382,37.65632394],[127.0383553,37.65636441],[127.0382,37.65643013],[127.03806387,37.65651857],[127.03795215,37.65662634],[127.03786914,37.6567493],[127.03781802,37.65688271],[127.03780076,37.65702145],[127.03781802,37.6571602],[127.03786914,37.65729361],[127.03795215,37.65741656],[127.03806387,37.65752433],[127.0382,37.65761278],[127.0383553,37.6576785],[127.03852382,37.65771897],[127.03869907,37.65773263],[127.03887433,37.65771897],[127.03904285,37.6576785],[127.03919815,37.65761278],[127.03933428,37.65752433],[127.039446,37.65741656],[127.03952901,37.65729361],[127.03958013,37.6571602],[127.03959739,37.65702145]]]}"
6773798,"2022032","1132010500","11320003  ","서울특별시 도봉구3","서울특별시 도봉구 쌍문동(정의여중고교입구교차 부근)",4,7,0,5,2,0,127.036467554735,37.651244159391,"{""type"":""Polygon"",""coordinates"":[[[127.03736587,37.65124416],[127.03734861,37.6511054],[127.03729749,37.65097198],[127.03721448,37.65084902],[127.03710276,37.65074124],[127.03696663,37.65065279],[127.03681133,37.65058706],[127.03664281,37.65054659],[127.03646755,37.65053292],[127.0362923,37.65054659],[127.03612378,37.65058706],[127.03596848,37.65065279],[127.03583235,37.65074124],[127.03572063,37.65084902],[127.03563762,37.65097198],[127.0355865,37.6511054],[127.03556924,37.65124416],[127.0355865,37.65138291],[127.03563762,37.65151634],[127.03572063,37.6516393],[127.03583235,37.65174708],[127.03596848,37.65183553],[127.03612378,37.65190125],[127.0362923,37.65194173],[127.03646755,37.65195539],[127.03664281,37.65194173],[127.03681133,37.65190125],[127.03696663,37.65183553],[127.03710276,37.65174708],[127.03721448,37.6516393],[127.03729749,37.65151634],[127.03734861,37.65138291],[127.03736587,37.65124416]]]}"
6773437,"2022032","1132010700","11320004  ","서울특별시 도봉구4","서울특별시 도봉구 창동(창동아파트311동 부근)",4,6,0,5,1,0,127.043721509741,37.651452706778,"{""type"":""Polygon"",""coordinates"":[[[127.04461983,37.65145271],[127.04460256,37.65131395],[127.04455144,37.65118053],[127.04446843,37.65105757],[127.04435671,37.65094979],[127.04422059,37.65086134],[127.04406528,37.65079561],[127.04389676,37.65075514],[127.04372151,37.65074147],[127.04354626,37.65075514],[127.04337774,37.65079561],[127.04322243,37.65086134],[127.0430863,37.65094979],[127.04297459,37.65105757],[127.04289157,37.65118053],[127.04284046,37.65131395],[127.04282319,37.65145271],[127.04284046,37.65159146],[127.04289157,37.65172488],[127.04297459,37.65184785],[127.0430863,37.65195562],[127.04322243,37.65204407],[127.04337774,37.6521098],[127.04354626,37.65215027],[127.04372151,37.65216394],[127.04389676,37.65215027],[127.04406528,37.6521098],[127.04422059,37.65204407],[127.04435671,37.65195562],[127.04446843,37.65184785],[127.04455144,37.65172488],[127.04460256,37.65159146],[127.04461983,37.65145271]]]}"
6773476,"2022032","1132010800","11320005  ","서울특별시 도봉구5","서울특별시 도봉구 도봉동(신도봉사거리 부근)",4,5,0,5,0,0,127.043825806817,37.671462740114,"{""type"":""Polygon"",""coordinates"":[[[127.04472412,37.67146274],[127.04470686,37.67132402],[127.04465574,37.67119064],[127.04457273,37.67106771],[127.04446101,37.67095996],[127.04432488,37.67087153],[127.04416958,37.67080582],[127.04400106,37.67076536],[127.04382581,37.67075169],[127.04365055,37.67076536],[127.04348204,37.67080582],[127.04332673,37.67087153],[127.0431906,37.67095996],[127.04307888,37.67106771],[127.04299587,37.67119064],[127.04294475,37.67132402],[127.04292749,37.67146274],[127.04294475,37.67160146],[127.04299587,37.67173484],[127.04307888,37.67185777],[127.0431906,37.67196552],[127.04332673,37.67205395],[127.04348204,37.67211965],[127.04365055,37.67216012],[127.04382581,37.67217378],[127.04400106,37.67216012],[127.04416958,37.67211965],[127.04432488,37.67205395],[127.04446101,37.67196552],[127.04457273,37.67185777],[127.04465574,37.67173484],[127.04470686,37.67160146],[127.04472412,37.67146274]]]}"
6773172,"2022032","1132010800","11320006  ","서울특별시 도봉구6","서울특별시 도봉구 도봉동(도봉역앞교차로 부근)",4,6,0,4,2,0,127.045357187685,37.680662243469,"{""type"":""Polygon"",""coordinates"":[[[127.0462555,37.68066224],[127.04623824,37.68052354],[127.04618712,37.68039017],[127.04610411,37.68026726],[127.04599239,37.68015952],[127.04585626,37.6800711],[127.04570096,37.68000541],[127.04553244,37.67996495],[127.04535719,37.67995129],[127.04518194,37.67996495],[127.04501342,37.68000541],[127.04485811,37.6800711],[127.04472198,37.68015952],[127.04461027,37.68026726],[127.04452725,37.68039017],[127.04447613,37.68052354],[127.04445887,37.68066224],[127.04447613,37.68080094],[127.04452725,37.68093431],[127.04461027,37.68105723],[127.04472198,37.68116496],[127.04485811,37.68125338],[127.04501342,37.68131908],[127.04518194,37.68135953],[127.04535719,37.68137319],[127.04553244,37.68135953],[127.04570096,37.68131908],[127.04585626,37.68125338],[127.04599239,37.68116496],[127.04610411,37.68105723],[127.04618712,37.68093431],[127.04623824,37.68080094],[127.0462555,37.68066224]]]}"
6774055,"2022032","1135010500","11350001  ","서울특별시 노원구1","서울특별시 노원구 상계동(수락산역앞교차로 부근)",4,6,1,4,1,0,127.054899378605,37.677994645637,"{""type"":""Polygon"",""coordinates"":[[[127.05579769,37.67799465],[127.05578043,37.67785594],[127.05572931,37.67772257],[127.0556463,37.67759965],[127.05553458,37.67749191],[127.05539846,37.67740349],[127.05524315,37.67733778],[127.05507463,37.67729732],[127.05489938,37.67728366],[127.05472413,37.67729732],[127.05455561,37.67733778],[127.0544003,37.67740349],[127.05426417,37.67749191],[127.05415246,37.67759965],[127.05406944,37.67772257],[127.05401832,37.67785594],[127.05400106,37.67799465],[127.05401832,37.67813335],[127.05406944,37.67826673],[127.05415246,37.67838964],[127.05426417,37.67849738],[127.0544003,37.6785858],[127.05455561,37.6786515],[127.05472413,37.67869196],[127.05489938,37.67870562],[127.05507463,37.67869196],[127.05524315,37.6786515],[127.05539846,37.6785858],[127.05553458,37.67849738],[127.0556463,37.67838964],[127.05572931,37.67826673],[127.05578043,37.67813335],[127.05579769,37.67799465]]]}"
6774072,"2022032","1135010500","11350002  ","서울특별시 노원구2","서울특별시 노원구 상계동(노원역6번출구 부근)",4,6,1,3,2,0,127.060715013688,37.653319884606,"{""type"":""Polygon"",""coordinates"":[[[127.06161333,37.65331988],[127.06159607,37.65318113],[127.06154495,37.65304771],[127.06146194,37.65292475],[127.06135022,37.65281698],[127.06121409,37.65272853],[127.06105878,37.6526628],[127.06089027,37.65262233],[127.06071501,37.65260867],[127.06053976,37.65262233],[127.06037124,37.6526628],[127.06021594,37.65272853],[127.06007981,37.65281698],[127.05996809,37.65292475],[127.05988508,37.65304771],[127.05983396,37.65318113],[127.0598167,37.65331988],[127.05983396,37.65345864],[127.05988508,37.65359205],[127.05996809,37.65371501],[127.06007981,37.65382279],[127.06021594,37.65391124],[127.06037124,37.65397696],[127.06053976,37.65401743],[127.06071501,37.6540311],[127.06089027,37.65401743],[127.06105878,37.65397696],[127.06121409,37.65391124],[127.06135022,37.65382279],[127.06146194,37.65371501],[127.06154495,37.65359205],[127.06159607,37.65345864],[127.06161333,37.65331988]]]}"
6773848,"2022032","1135010600","11350003  ","서울특별시 노원구3","서울특별시 노원구 중계동(노해근린공원앞교차로 부근)",4,7,0,5,1,1,127.069810117444,37.648846717003,"{""type"":""Polygon"",""coordinates"":[[[127.07070843,37.64884672],[127.07069117,37.64870796],[127.07064005,37.64857453],[127.07055704,37.64845156],[127.07044532,37.64834378],[127.07030919,37.64825532],[127.07015389,37.6481896],[127.06998537,37.64814912],[127.06981012,37.64813546],[127.06963486,37.64814912],[127.06946635,37.6481896],[127.06931104,37.64825532],[127.06917491,37.64834378],[127.0690632,37.64845156],[127.06898018,37.64857453],[127.06892906,37.64870796],[127.0689118,37.64884672],[127.06892906,37.64898548],[127.06898018,37.6491189],[127.0690632,37.64924187],[127.06917491,37.64934965],[127.06931104,37.6494381],[127.06946635,37.64950383],[127.06963486,37.64954431],[127.06981012,37.64955797],[127.06998537,37.64954431],[127.07015389,37.64950383],[127.07030919,37.6494381],[127.07044532,37.64934965],[127.07055704,37.64924187],[127.07064005,37.6491189],[127.07069117,37.64898548],[127.07070843,37.64884672]]]}"
6774027,"2022032","1135010500","11350004  ","서울특별시 노원구4","서울특별시 노원구 상계동(마들역앞교차로 부근)",4,5,0,4,1,0,127.057924812181,37.665026821931,"{""type"":""Polygon"",""coordinates"":[[[127.05882313,37.66502682],[127.05880587,37.66488809],[127.05875475,37.66475469],[127.05867173,37.66463175],[127.05856002,37.66452399],[127.05842389,37.66443556],[127.05826858,37.66436985],[127.05810006,37.66432938],[127.05792481,37.66431572],[127.05774956,37.66432938],[127.05758104,37.66436985],[127.05742573,37.66443556],[127.05728961,37.66452399],[127.05717789,37.66463175],[127.05709488,37.66475469],[127.05704376,37.66488809],[127.0570265,37.66502682],[127.05704376,37.66516555],[127.05709488,37.66529895],[127.05717789,37.66542189],[127.05728961,37.66552965],[127.05742573,37.66561808],[127.05758104,37.66568379],[127.05774956,37.66572426],[127.05792481,37.66573792],[127.05810006,37.66572426],[127.05826858,37.66568379],[127.05842389,37.66561808],[127.05856002,37.66552965],[127.05867173,37.66542189],[127.05875475,37.66529895],[127.05880587,37.66516555],[127.05882313,37.66502682]]]}"
6774000,"2022032","1135010300","11350005  ","서울특별시 노원구5","서울특별시 노원구 공릉동(반야빌딩 부근)",4,5,0,4,1,0,127.079697969986,37.624185657143,"{""type"":""Polygon"",""coordinates"":[[[127.08059629,37.62418566],[127.08057902,37.62404685],[127.08052791,37.62391338],[127.08044489,37.62379037],[127.08033317,37.62368255],[127.08019705,37.62359407],[127.08004174,37.62352832],[127.07987322,37.62348783],[127.07969797,37.62347416],[127.07952272,37.62348783],[127.0793542,37.62352832],[127.07919889,37.62359407],[127.07906277,37.62368255],[127.07895105,37.62379037],[127.07886803,37.62391338],[127.07881692,37.62404685],[127.07879965,37.62418566],[127.07881692,37.62432446],[127.07886803,37.62445793],[127.07895105,37.62458094],[127.07906277,37.62468876],[127.07919889,37.62477724],[127.0793542,37.62484299],[127.07952272,37.62488348],[127.07969797,37.62489715],[127.07987322,37.62488348],[127.08004174,37.62484299],[127.08019705,37.62477724],[127.08033317,37.62468876],[127.08044489,37.62458094],[127.08052791,37.62445793],[127.08057902,37.62432446],[127.08059629,37.62418566]]]}"
6773444,"2022032","1135010500","11350006  ","서울특별시 노원구6","서울특별시 노원구 상계동(상계백병원앞교차로 부근)",4,4,0,4,0,0,127.062327498117,37.648999461457,"{""type"":""Polygon"",""coordinates"":[[[127.06322581,37.64899946],[127.06320855,37.6488607],[127.06315743,37.64872727],[127.06307442,37.64860431],[127.0629627,37.64849653],[127.06282658,37.64840807],[127.06267127,37.64834234],[127.06250275,37.64830187],[127.0623275,37.6482882],[127.06215225,37.64830187],[127.06198373,37.64834234],[127.06182842,37.64840807],[127.06169229,37.64849653],[127.06158058,37.64860431],[127.06149756,37.64872727],[127.06144644,37.6488607],[127.06142918,37.64899946],[127.06144644,37.64913822],[127.06149756,37.64927165],[127.06158058,37.64939461],[127.06169229,37.64950239],[127.06182842,37.64959085],[127.06198373,37.64965657],[127.06215225,37.64969705],[127.0623275,37.64971071],[127.06250275,37.64969705],[127.06267127,37.64965657],[127.06282658,37.64959085],[127.0629627,37.64950239],[127.06307442,37.64939461],[127.06315743,37.64927165],[127.06320855,37.64913822],[127.06322581,37.64899946]]]}"
6774025,"2022032","1135010400","11350007  ","서울특별시 노원구7","서울특별시 노원구 하계동(노원자동차검사소앞교 부근)",4,4,0,4,0,0,127.073499389187,37.638044053391,"{""type"":""Polygon"",""coordinates"":[[[127.0743977,37.63804405],[127.07438044,37.63790527],[127.07432932,37.63777183],[127.07424631,37.63764884],[127.07413459,37.63754104],[127.07399847,37.63745258],[127.07384316,37.63738684],[127.07367464,37.63734636],[127.07349939,37.63733269],[127.07332414,37.63734636],[127.07315562,37.63738684],[127.07300031,37.63745258],[127.07286418,37.63754104],[127.07275247,37.63764884],[127.07266945,37.63777183],[127.07261833,37.63790527],[127.07260107,37.63804405],[127.07261833,37.63818283],[127.07266945,37.63831628],[127.07275247,37.63843926],[127.07286418,37.63854706],[127.07300031,37.63863553],[127.07315562,37.63870126],[127.07332414,37.63874174],[127.07349939,37.63875541],[127.07367464,37.63874174],[127.07384316,37.63870126],[127.07399847,37.63863553],[127.07413459,37.63854706],[127.07424631,37.63843926],[127.07432932,37.63831628],[127.07438044,37.63818283],[127.0743977,37.63804405]]]}"
6773885,"2022032","1138010400","11380001  ","서울특별시 은평구1","서울특별시 은평구 갈현동(연신내역 부근)",5,23,0,8,14,1,126.919942050986,37.620624180862,"{""type"":""Polygon"",""coordinates"":[[[126.92084037,37.62062418],[126.92082311,37.62048537],[126.92077199,37.62035189],[126.92068897,37.62022888],[126.92057726,37.62012105],[126.92044113,37.62003256],[126.92028582,37.61996681],[126.9201173,37.61992632],[126.91994205,37.61991265],[126.9197668,37.61992632],[126.91959828,37.61996681],[126.91944297,37.62003256],[126.91930685,37.62012105],[126.91919513,37.62022888],[126.91911212,37.62035189],[126.919061,37.62048537],[126.91904374,37.62062418],[126.919061,37.62076299],[126.91911212,37.62089647],[126.91919513,37.62101948],[126.91930685,37.62112731],[126.91944297,37.62121579],[126.91959828,37.62128154],[126.9197668,37.62132203],[126.91994205,37.62133571],[126.9201173,37.62132203],[126.92028582,37.62128154],[126.92044113,37.62121579],[126.92057726,37.62112731],[126.92068897,37.62101948],[126.92077199,37.62089647],[126.92082311,37.62076299],[126.92084037,37.62062418]]]}"
6773152,"2022032","1138010800","11380002  ","서울특별시 은평구2","서울특별시 은평구 역촌동(구산역앞교차로 부근)",5,6,0,5,1,0,126.917067725996,37.611416380363,"{""type"":""Polygon"",""coordinates"":[[[126.91796604,37.61141638],[126.91794878,37.61127755],[126.91789766,37.61114406],[126.91781465,37.61102103],[126.91770293,37.61091319],[126.9175668,37.61082469],[126.9174115,37.61075893],[126.91724298,37.61071843],[126.91706773,37.61070476],[126.91689247,37.61071843],[126.91672396,37.61075893],[126.91656865,37.61082469],[126.91643252,37.61091319],[126.9163208,37.61102103],[126.91623779,37.61114406],[126.91618667,37.61127755],[126.91616941,37.61141638],[126.91618667,37.61155521],[126.91623779,37.6116887],[126.9163208,37.61181173],[126.91643252,37.61191957],[126.91656865,37.61200807],[126.91672396,37.61207383],[126.91689247,37.61211432],[126.91706773,37.61212799],[126.91724298,37.61211432],[126.9174115,37.61207383],[126.9175668,37.61200807],[126.91770293,37.61191957],[126.91781465,37.61181173],[126.91789766,37.6116887],[126.91794878,37.61155521],[126.91796604,37.61141638]]]}"
6773825,"2022032","1138010200","11380003  ","서울특별시 은평구3","서울특별시 은평구 녹번동(푸른치과의원 부근)",4,9,1,4,4,0,126.932960893232,37.607347661266,"{""type"":""Polygon"",""coordinates"":[[[126.93385921,37.60734766],[126.93384195,37.60720882],[126.93379083,37.60707532],[126.93370782,37.60695229],[126.9335961,37.60684444],[126.93345997,37.60675594],[126.93330466,37.60669017],[126.93313615,37.60664968],[126.93296089,37.606636],[126.93278564,37.60664968],[126.93261712,37.60669017],[126.93246182,37.60675594],[126.93232569,37.60684444],[126.93221397,37.60695229],[126.93213096,37.60707532],[126.93207984,37.60720882],[126.93206258,37.60734766],[126.93207984,37.6074865],[126.93213096,37.60762],[126.93221397,37.60774303],[126.93232569,37.60785088],[126.93246182,37.60793938],[126.93261712,37.60800514],[126.93278564,37.60804564],[126.93296089,37.60805931],[126.93313615,37.60804564],[126.93330466,37.60800514],[126.93345997,37.60793938],[126.9335961,37.60785088],[126.93370782,37.60774303],[126.93379083,37.60762],[126.93384195,37.6074865],[126.93385921,37.60734766]]]}"
6773808,"2022032","1138010800","11380004  ","서울특별시 은평구4","서울특별시 은평구 역촌동(미래마트 부근)",4,6,0,6,0,0,126.914392401189,37.605814839684,"{""type"":""Polygon"",""coordinates"":[[[126.91529072,37.60581484],[126.91527346,37.605676],[126.91522234,37.60554249],[126.91513932,37.60541946],[126.91502761,37.60531161],[126.91489148,37.60522311],[126.91473617,37.60515734],[126.91456765,37.60511684],[126.9143924,37.60510317],[126.91421715,37.60511684],[126.91404863,37.60515734],[126.91389332,37.60522311],[126.9137572,37.60531161],[126.91364548,37.60541946],[126.91356247,37.60554249],[126.91351135,37.605676],[126.91349409,37.60581484],[126.91351135,37.60595368],[126.91356247,37.60608718],[126.91364548,37.60621022],[126.9137572,37.60631806],[126.91389332,37.60640657],[126.91404863,37.60647233],[126.91421715,37.60651283],[126.9143924,37.60652651],[126.91456765,37.60651283],[126.91473617,37.60647233],[126.91489148,37.60640657],[126.91502761,37.60631806],[126.91513932,37.60621022],[126.91522234,37.60608718],[126.91527346,37.60595368],[126.91529072,37.60581484]]]}"
6773900,"2022032","1138010800","11380005  ","서울특별시 은평구5","서울특별시 은평구 역촌동(역촌사거리 부근)",4,5,0,5,0,0,126.920490432389,37.608368689464,"{""type"":""Polygon"",""coordinates"":[[[126.92138875,37.60836869],[126.92137149,37.60822985],[126.92132037,37.60809635],[126.92123735,37.60797332],[126.92112564,37.60786548],[126.92098951,37.60777698],[126.9208342,37.60771121],[126.92066569,37.60767071],[126.92049043,37.60765704],[126.92031518,37.60767071],[126.92014666,37.60771121],[126.91999136,37.60777698],[126.91985523,37.60786548],[126.91974351,37.60797332],[126.9196605,37.60809635],[126.91960938,37.60822985],[126.91959212,37.60836869],[126.91960938,37.60850752],[126.9196605,37.60864102],[126.91974351,37.60876406],[126.91985523,37.6088719],[126.91999136,37.6089604],[126.92014666,37.60902616],[126.92031518,37.60906666],[126.92049043,37.60908033],[126.92066569,37.60906666],[126.9208342,37.60902616],[126.92098951,37.6089604],[126.92112564,37.6088719],[126.92123735,37.60876406],[126.92132037,37.60864102],[126.92137149,37.60850752],[126.92138875,37.60836869]]]}"
6773492,"2022032","1138010700","11380006  ","서울특별시 은평구6","서울특별시 은평구 응암동(연세치과의원 부근)",4,4,0,4,0,0,126.916350069701,37.587256938058,"{""type"":""Polygon"",""coordinates"":[[[126.91724838,37.58725694],[126.91723112,37.58711806],[126.91718,37.58698453],[126.91709699,37.58686146],[126.91698527,37.58675358],[126.91684915,37.58666506],[126.91669384,37.58659927],[126.91652532,37.58655876],[126.91635007,37.58654509],[126.91617482,37.58655876],[126.9160063,37.58659927],[126.91585099,37.58666506],[126.91571486,37.58675358],[126.91560315,37.58686146],[126.91552013,37.58698453],[126.91546902,37.58711806],[126.91545175,37.58725694],[126.91546902,37.58739581],[126.91552013,37.58752935],[126.91560315,37.58765242],[126.91571486,37.58776029],[126.91585099,37.58784882],[126.9160063,37.5879146],[126.91617482,37.5879551],[126.91635007,37.58796878],[126.91652532,37.5879551],[126.91669384,37.5879146],[126.91684915,37.58784882],[126.91698527,37.58776029],[126.91709699,37.58765242],[126.91718,37.58752935],[126.91723112,37.58739581],[126.91724838,37.58725694]]]}"
6774064,"2022032","1138010600","11380007  ","서울특별시 은평구7","서울특별시 은평구 대조동(대조불광시장삼거리 부근)",4,4,0,4,0,0,126.928416812287,37.608948149638,"{""type"":""Polygon"",""coordinates"":[[[126.92931513,37.60894815],[126.92929787,37.60880932],[126.92924675,37.60867582],[126.92916373,37.60855278],[126.92905202,37.60844494],[126.92891589,37.60835644],[126.92876058,37.60829068],[126.92859206,37.60825018],[126.92841681,37.60823651],[126.92824156,37.60825018],[126.92807304,37.60829068],[126.92791774,37.60835644],[126.92778161,37.60844494],[126.92766989,37.60855278],[126.92758688,37.60867582],[126.92753576,37.60880932],[126.9275185,37.60894815],[126.92753576,37.60908698],[126.92758688,37.60922048],[126.92766989,37.60934351],[126.92778161,37.60945135],[126.92791774,37.60953985],[126.92807304,37.60960562],[126.92824156,37.60964611],[126.92841681,37.60965979],[126.92859206,37.60964611],[126.92876058,37.60960562],[126.92891589,37.60953985],[126.92905202,37.60945135],[126.92916373,37.60934351],[126.92924675,37.60922048],[126.92929787,37.60908698],[126.92931513,37.60894815]]]}"
6773486,"2022032","1141011100","11410001  ","서울특별시 서대문구1","서울특별시 서대문구 홍제동(홍제삼거리 부근)",5,12,0,5,4,3,126.947165151651,37.586323676497,"{""type"":""Polygon"",""coordinates"":[[[126.94806347,37.58632368],[126.94804621,37.5861848],[126.94799509,37.58605126],[126.94791207,37.58592819],[126.94780036,37.58582032],[126.94766423,37.58573179],[126.94750892,37.585666],[126.9473404,37.58562549],[126.94716515,37.58561182],[126.9469899,37.58562549],[126.94682138,37.585666],[126.94666607,37.58573179],[126.94652995,37.58582032],[126.94641823,37.58592819],[126.94633522,37.58605126],[126.9462841,37.5861848],[126.94626684,37.58632368],[126.9462841,37.58646255],[126.94633522,37.58659609],[126.94641823,37.58671916],[126.94652995,37.58682703],[126.94666607,37.58691556],[126.94682138,37.58698134],[126.9469899,37.58702185],[126.94716515,37.58703553],[126.9473404,37.58702185],[126.94750892,37.58698134],[126.94766423,37.58691556],[126.94780036,37.58682703],[126.94791207,37.58671916],[126.94799509,37.58659609],[126.94804621,37.58646255],[126.94806347,37.58632368]]]}"
6773914,"2022032","1141010900","11410002  ","서울특별시 서대문구2","서울특별시 서대문구 현저동(독립공원앞교차로 부근)",4,6,2,2,1,1,126.955614667184,37.576988974463,"{""type"":""Polygon"",""coordinates"":[[[126.95651298,37.57698897],[126.95649572,37.57685008],[126.9564446,37.57671652],[126.95636159,37.57659344],[126.95624987,37.57648555],[126.95611374,37.57639701],[126.95595844,37.57633122],[126.95578992,37.57629071],[126.95561467,37.57627703],[126.95543941,37.57629071],[126.9552709,37.57633122],[126.95511559,37.57639701],[126.95497946,37.57648555],[126.95486775,37.57659344],[126.95478473,37.57671652],[126.95473361,37.57685008],[126.95471635,37.57698897],[126.95473361,37.57712787],[126.95478473,37.57726142],[126.95486775,37.57738451],[126.95497946,37.57749239],[126.95511559,37.57758093],[126.9552709,37.57764672],[126.95543941,37.57768724],[126.95561467,37.57770092],[126.95578992,37.57768724],[126.95595844,37.57764672],[126.95611374,37.57758093],[126.95624987,37.57749239],[126.95636159,37.57738451],[126.9564446,37.57726142],[126.95649572,37.57712787],[126.95651298,37.57698897]]]}"
6774015,"2022032","1141011600","11410003  ","서울특별시 서대문구3","서울특별시 서대문구 창천동(신촌역2번출구 부근)",4,6,0,5,1,0,126.93652176247,37.555807903313,"{""type"":""Polygon"",""coordinates"":[[[126.93742008,37.5558079],[126.93740282,37.55566897],[126.9373517,37.55553538],[126.93726868,37.55541225],[126.93715697,37.55530434],[126.93702084,37.55521577],[126.93686553,37.55514996],[126.93669702,37.55510944],[126.93652176,37.55509575],[126.93634651,37.55510944],[126.93617799,37.55514996],[126.93602269,37.55521577],[126.93588656,37.55530434],[126.93577484,37.55541225],[126.93569183,37.55553538],[126.93564071,37.55566897],[126.93562345,37.5558079],[126.93564071,37.55594684],[126.93569183,37.55608043],[126.93577484,37.55620355],[126.93588656,37.55631147],[126.93602269,37.55640003],[126.93617799,37.55646584],[126.93634651,37.55650636],[126.93652176,37.55652005],[126.93669702,37.55650636],[126.93686553,37.55646584],[126.93702084,37.55640003],[126.93715697,37.55631147],[126.93726868,37.55620355],[126.9373517,37.55608043],[126.93740282,37.55594684],[126.93742008,37.5558079]]]}"
6773883,"2022032","1141011200","11410004  ","서울특별시 서대문구4","서울특별시 서대문구 대현동(이대역앞교차로 부근)",4,5,0,4,1,0,126.946023716822,37.556934484939,"{""type"":""Polygon"",""coordinates"":[[[126.94692203,37.55693448],[126.94690477,37.55679555],[126.94685365,37.55666196],[126.94677064,37.55653884],[126.94665892,37.55643093],[126.94652279,37.55634236],[126.94636749,37.55627655],[126.94619897,37.55623603],[126.94602372,37.55622234],[126.94584846,37.55623603],[126.94567995,37.55627655],[126.94552464,37.55634236],[126.94538851,37.55643093],[126.94527679,37.55653884],[126.94519378,37.55666196],[126.94514266,37.55679555],[126.9451254,37.55693448],[126.94514266,37.55707342],[126.94519378,37.55720701],[126.94527679,37.55733013],[126.94538851,37.55743804],[126.94552464,37.5575266],[126.94567995,37.55759241],[126.94584846,37.55763294],[126.94602372,37.55764662],[126.94619897,37.55763294],[126.94636749,37.55759241],[126.94652279,37.5575266],[126.94665892,37.55743804],[126.94677064,37.55733013],[126.94685365,37.55720701],[126.94690477,37.55707342],[126.94692203,37.55693448]]]}"
6773929,"2022032","1141011900","11410005  ","서울특별시 서대문구5","서울특별시 서대문구 북가좌동(가좌삼거리 부근)",4,5,0,4,0,1,126.913085267172,37.570295512029,"{""type"":""Polygon"",""coordinates"":[[[126.91398358,37.57029551],[126.91396632,37.57015661],[126.9139152,37.57002304],[126.91383219,37.56989994],[126.91372047,37.56979204],[126.91358434,37.5697035],[126.91342904,37.5696377],[126.91326052,37.56959718],[126.91308527,37.5695835],[126.91291001,37.56959718],[126.9127415,37.5696377],[126.91258619,37.5697035],[126.91245006,37.56979204],[126.91233835,37.56989994],[126.91225533,37.57002304],[126.91220421,37.57015661],[126.91218695,37.57029551],[126.91220421,37.57043442],[126.91225533,37.57056799],[126.91233835,37.57069108],[126.91245006,37.57079898],[126.91258619,37.57088752],[126.9127415,37.57095332],[126.91291001,37.57099384],[126.91308527,37.57100752],[126.91326052,37.57099384],[126.91342904,37.57095332],[126.91358434,37.57088752],[126.91372047,37.57079898],[126.91383219,37.57069108],[126.9139152,37.57056799],[126.91396632,37.57043442],[126.91398358,37.57029551]]]}"
