"사고다발지FID","사고다발지ID","법정동코드","지점코드","시도시군구명","지점명","발생건수","사상자수","사망자수","중상자수","경상자수","부상신고자수","경도","위도","다발지역폴리곤"
6773125,"2022032","2823710100","28237001  ","인천광역시 부평구1","인천광역시 부평구 부평동(도원사거리 부근)",5,5,1,4,0,0,126.721748144562,37.501408443346,"{""type"":""Polygon"",""coordinates"":[[[126.72264646,37.50140844],[126.7226292,37.50126941],[126.72257808,37.50113572],[126.72249507,37.50101251],[126.72238335,37.50090451],[126.72224722,37.50081588],[126.72209191,37.50075002],[126.7219234,37.50070947],[126.72174814,37.50069577],[126.72157289,37.50070947],[126.72140437,37.50075002],[126.72124907,37.50081588],[126.72111294,37.50090451],[126.72100122,37.50101251],[126.72091821,37.50113572],[126.72086709,37.50126941],[126.72084983,37.50140844],[126.72086709,37.50154748],[126.72091821,37.50168117],[126.72100122,37.50180438],[126.72111294,37.50191237],[126.72124907,37.502001],[126.72140437,37.50206686],[126.72157289,37.50210741],[126.72174814,37.50212111],[126.7219234,37.50210741],[126.72209191,37.50206686],[126.72224722,37.502001],[126.72238335,37.50191237],[126.72249507,37.50180438],[126.72257808,37.50168117],[126.7226292,37.50154748],[126.72264646,37.50140844]]]}"
6774075,"2022032","2823710100","28237002  ","인천광역시 부평구2","인천광역시 부평구 부평동(수협은행부평지점 부근)",5,5,0,5,0,0,126.731004197287,37.503452023193,"{""type"":""Polygon"",""coordinates"":[[[126.73190251,37.50345202],[126.73188525,37.50331299],[126.73183413,37.5031793],[126.73175112,37.5030561],[126.7316394,37.5029481],[126.73150327,37.50285948],[126.73134797,37.50279362],[126.73117945,37.50275306],[126.7310042,37.50273937],[126.73082894,37.50275306],[126.73066043,37.50279362],[126.73050512,37.50285948],[126.73036899,37.5029481],[126.73025728,37.5030561],[126.73017426,37.5031793],[126.73012314,37.50331299],[126.73010588,37.50345202],[126.73012314,37.50359105],[126.73017426,37.50372474],[126.73025728,37.50384795],[126.73036899,37.50395594],[126.73050512,37.50404457],[126.73066043,37.50411042],[126.73082894,37.50415098],[126.7310042,37.50416467],[126.73117945,37.50415098],[126.73134797,37.50411042],[126.73150327,37.50404457],[126.7316394,37.50395594],[126.73175112,37.50384795],[126.73183413,37.50372474],[126.73188525,37.50359105],[126.73190251,37.50345202]]]}"
6773815,"2022032","2823710300","28237003  ","인천광역시 부평구3","인천광역시 부평구 산곡동(신촌사거리 부근)",4,8,0,4,4,0,126.707644699245,37.487073430695,"{""type"":""Polygon"",""coordinates"":[[[126.70854301,37.48707343],[126.70852575,37.48693437],[126.70847463,37.48680065],[126.70839162,37.48667742],[126.7082799,37.4865694],[126.70814378,37.48648075],[126.70798847,37.48641488],[126.70781995,37.48637432],[126.7076447,37.48636062],[126.70746945,37.48637432],[126.70730093,37.48641488],[126.70714562,37.48648075],[126.70700949,37.4865694],[126.70689778,37.48667742],[126.70681476,37.48680065],[126.70676364,37.48693437],[126.70674638,37.48707343],[126.70676364,37.48721249],[126.70681476,37.48734621],[126.70689778,37.48746944],[126.70700949,37.48757746],[126.70714562,37.4876661],[126.70730093,37.48773197],[126.70746945,37.48777254],[126.7076447,37.48778623],[126.70781995,37.48777254],[126.70798847,37.48773197],[126.70814378,37.4876661],[126.7082799,37.48757746],[126.70839162,37.48746944],[126.70847463,37.48734621],[126.70852575,37.48721249],[126.70854301,37.48707343]]]}"
6774044,"2022032","2824510100","28245001  ","인천광역시 계양구1","인천광역시 계양구 효성동(효일사거리 부근)",4,4,0,4,0,0,126.711282258171,37.528379289574,"{""type"":""Polygon"",""coordinates"":[[[126.71218057,37.52837929],[126.71216331,37.52824031],[126.71211219,37.52810666],[126.71202918,37.52798349],[126.71191746,37.52787554],[126.71178134,37.52778694],[126.71162603,37.52772111],[126.71145751,37.52768056],[126.71128226,37.52766688],[126.71110701,37.52768056],[126.71093849,37.52772111],[126.71078318,37.52778694],[126.71064705,37.52787554],[126.71053534,37.52798349],[126.71045232,37.52810666],[126.7104012,37.52824031],[126.71038394,37.52837929],[126.7104012,37.52851827],[126.71045232,37.52865192],[126.71053534,37.52877508],[126.71064705,37.52888304],[126.71078318,37.52897163],[126.71093849,37.52903747],[126.71110701,37.52907801],[126.71128226,37.5290917],[126.71145751,37.52907801],[126.71162603,37.52903747],[126.71178134,37.52897163],[126.71191746,37.52888304],[126.71202918,37.52877508],[126.71211219,37.52865192],[126.71216331,37.52851827],[126.71218057,37.52837929]]]}"
6773122,"2022032","2826012200","28260001  ","인천광역시 서구1","인천광역시 서구 청라동(힐데스하임121동앞 부근)",5,8,0,6,2,0,126.65331892433,37.529960884088,"{""type"":""Polygon"",""coordinates"":[[[126.65421724,37.52996088],[126.65419998,37.5298219],[126.65414886,37.52968826],[126.65406585,37.5295651],[126.65395413,37.52945714],[126.653818,37.52936855],[126.65366269,37.52930271],[126.65349418,37.52926217],[126.65331892,37.52924849],[126.65314367,37.52926217],[126.65297515,37.52930271],[126.65281985,37.52936855],[126.65268372,37.52945714],[126.652572,37.5295651],[126.65248899,37.52968826],[126.65243787,37.5298219],[126.65242061,37.52996088],[126.65243787,37.53009987],[126.65248899,37.53023351],[126.652572,37.53035667],[126.65268372,37.53046462],[126.65281985,37.53055322],[126.65297515,37.53061905],[126.65314367,37.53065959],[126.65331892,37.53067328],[126.65349418,37.53065959],[126.65366269,37.53061905],[126.653818,37.53055322],[126.65395413,37.53046462],[126.65406585,37.53035667],[126.65414886,37.53023351],[126.65419998,37.53009987],[126.65421724,37.52996088]]]}"
6773844,"2022032","2826012200","28260002  ","인천광역시 서구2","인천광역시 서구 청라동(메이루즈243동앞 부근)",4,5,1,3,1,0,126.653255748755,37.535548713703,"{""type"":""Polygon"",""coordinates"":[[[126.65415406,37.53554871],[126.6541368,37.53540974],[126.65408568,37.53527611],[126.65400267,37.53515296],[126.65389095,37.53504501],[126.65375483,37.53495642],[126.65359952,37.53489059],[126.653431,37.53485006],[126.65325575,37.53483637],[126.6530805,37.53485006],[126.65291198,37.53489059],[126.65275667,37.53495642],[126.65262054,37.53504501],[126.65250883,37.53515296],[126.65242581,37.53527611],[126.65237469,37.53540974],[126.65235743,37.53554871],[126.65237469,37.53568768],[126.65242581,37.53582131],[126.65250883,37.53594447],[126.65262054,37.53605241],[126.65275667,37.536141],[126.65291198,37.53620683],[126.6530805,37.53624736],[126.65325575,37.53626105],[126.653431,37.53624736],[126.65359952,37.53620683],[126.65375483,37.536141],[126.65389095,37.53605241],[126.65400267,37.53594447],[126.65408568,37.53582131],[126.6541368,37.53568768],[126.65415406,37.53554871]]]}"
6773932,"2022032","2826011000","28260003  ","인천광역시 서구3","인천광역시 서구 석남동(석남동595 부근)",4,7,0,4,3,0,126.670934322962,37.513140698385,"{""type"":""Polygon"",""coordinates"":[[[126.67183264,37.5131407],[126.67181538,37.51300169],[126.67176426,37.51286801],[126.67168124,37.51274482],[126.67156953,37.51263684],[126.6714334,37.51254823],[126.67127809,37.51248238],[126.67110958,37.51244183],[126.67093432,37.51242814],[126.67075907,37.51244183],[126.67059055,37.51248238],[126.67043525,37.51254823],[126.67029912,37.51263684],[126.6701874,37.51274482],[126.67010439,37.51286801],[126.67005327,37.51300169],[126.67003601,37.5131407],[126.67005327,37.51327971],[126.67010439,37.51341338],[126.6701874,37.51353657],[126.67029912,37.51364455],[126.67043525,37.51373316],[126.67059055,37.51379901],[126.67075907,37.51383956],[126.67093432,37.51385325],[126.67110958,37.51383956],[126.67127809,37.51379901],[126.6714334,37.51373316],[126.67156953,37.51364455],[126.67168124,37.51353657],[126.67176426,37.51341338],[126.67181538,37.51327971],[126.67183264,37.5131407]]]}"
6773963,"2022032","2914011800","29140001  ","광주광역시 서구1","광주광역시 서구 쌍촌동(광주명지아파트우편취 부근)",4,7,1,4,2,0,126.864448373295,35.150716581606,"{""type"":""Polygon"",""coordinates"":[[[126.86534669,35.15071658],[126.86532943,35.15057329],[126.86527831,35.1504355],[126.8651953,35.15030851],[126.86508358,35.15019721],[126.86494745,35.15010587],[126.86479214,35.15003799],[126.86462363,35.14999619],[126.86444837,35.14998208],[126.86427312,35.14999619],[126.8641046,35.15003799],[126.8639493,35.15010587],[126.86381317,35.15019721],[126.86370145,35.15030851],[126.86361844,35.1504355],[126.86356732,35.15057329],[126.86355006,35.15071658],[126.86356732,35.15085988],[126.86361844,35.15099766],[126.86370145,35.15112465],[126.86381317,35.15123595],[126.8639493,35.15132729],[126.8641046,35.15139517],[126.86427312,35.15143696],[126.86444837,35.15145108],[126.86462363,35.15143696],[126.86479214,35.15139517],[126.86494745,35.15132729],[126.86508358,35.15123595],[126.8651953,35.15112465],[126.86527831,35.15099766],[126.86532943,35.15085988],[126.86534669,35.15071658]]]}"
6773882,"2022032","2914011800","29140002  ","광주광역시 서구2","광주광역시 서구 쌍촌동(포레스힐 부근)",4,8,0,4,4,0,126.856548338136,35.150133863188,"{""type"":""Polygon"",""coordinates"":[[[126.85744665,35.15013386],[126.85742939,35.14999057],[126.85737827,35.14985278],[126.85729526,35.14972579],[126.85718354,35.14961449],[126.85704742,35.14952314],[126.85689211,35.14945527],[126.85672359,35.14941347],[126.85654834,35.14939936],[126.85637309,35.14941347],[126.85620457,35.14945527],[126.85604926,35.14952314],[126.85591313,35.14961449],[126.85580142,35.14972579],[126.8557184,35.14985278],[126.85566728,35.14999057],[126.85565002,35.15013386],[126.85566728,35.15027716],[126.8557184,35.15041495],[126.85580142,35.15054193],[126.85591313,35.15065323],[126.85604926,35.15074458],[126.85620457,35.15081245],[126.85637309,35.15085425],[126.85654834,35.15086836],[126.85672359,35.15085425],[126.85689211,35.15081245],[126.85704742,35.15074458],[126.85718354,35.15065323],[126.85729526,35.15054193],[126.85737827,35.15041495],[126.85742939,35.15027716],[126.85744665,35.15013386]]]}"
6774103,"2022032","2914011800","29140003  ","광주광역시 서구3","광주광역시 서구 쌍촌동(쌍촌동1276 부근)",4,8,0,4,4,0,126.862190810559,35.158639696965,"{""type"":""Polygon"",""coordinates"":[[[126.86308913,35.1586397],[126.86307186,35.15849642],[126.86302075,35.15835864],[126.86293773,35.15823167],[126.86282602,35.15812038],[126.86268989,35.15802904],[126.86253458,35.15796117],[126.86236606,35.15791938],[126.86219081,35.15790527],[126.86201556,35.15791938],[126.86184704,35.15796117],[126.86169173,35.15802904],[126.86155561,35.15812038],[126.86144389,35.15823167],[126.86136088,35.15835864],[126.86130976,35.15849642],[126.8612925,35.1586397],[126.86130976,35.15878298],[126.86136088,35.15892075],[126.86144389,35.15904772],[126.86155561,35.15915901],[126.86169173,35.15925035],[126.86184704,35.15931822],[126.86201556,35.15936001],[126.86219081,35.15937412],[126.86236606,35.15936001],[126.86253458,35.15931822],[126.86268989,35.15925035],[126.86282602,35.15915901],[126.86293773,35.15904772],[126.86302075,35.15892075],[126.86307186,35.15878298],[126.86308913,35.1586397]]]}"
6774084,"2022032","2917010700","29170001  ","광주광역시 북구1","광주광역시 북구 용봉동(광주은행용봉북지점 부근)",4,6,0,4,2,0,126.897405830116,35.177575375904,"{""type"":""Polygon"",""coordinates"":[[[126.89830415,35.17757538],[126.89828688,35.17743213],[126.89823577,35.17729439],[126.89815275,35.17716744],[126.89804103,35.17705618],[126.89790491,35.17696486],[126.8977496,35.17689701],[126.89758108,35.17685522],[126.89740583,35.17684112],[126.89723058,35.17685522],[126.89706206,35.17689701],[126.89690675,35.17696486],[126.89677063,35.17705618],[126.89665891,35.17716744],[126.8965759,35.17729439],[126.89652478,35.17743213],[126.89650751,35.17757538],[126.89652478,35.17771862],[126.8965759,35.17785636],[126.89665891,35.17798331],[126.89677063,35.17809457],[126.89690675,35.17818589],[126.89706206,35.17825374],[126.89723058,35.17829552],[126.89740583,35.17830963],[126.89758108,35.17829552],[126.8977496,35.17825374],[126.89790491,35.17818589],[126.89804103,35.17809457],[126.89815275,35.17798331],[126.89823577,35.17785636],[126.89828688,35.17771862],[126.89830415,35.17757538]]]}"
6773162,"2022032","2917011200","29170002  ","광주광역시 북구2","광주광역시 북구 문흥동(광주은행문흥지점 부근)",4,5,0,4,1,0,126.920407663284,35.186163619956,"{""type"":""Polygon"",""coordinates"":[[[126.92130598,35.18616362],[126.92128872,35.18602039],[126.9212376,35.18588266],[126.92115459,35.18575573],[126.92104287,35.18564448],[126.92090674,35.18555317],[126.92075143,35.18548532],[126.92058292,35.18544355],[126.92040766,35.18542944],[126.92023241,35.18544355],[126.92006389,35.18548532],[126.91990859,35.18555317],[126.91977246,35.18564448],[126.91966074,35.18575573],[126.91957773,35.18588266],[126.91952661,35.18602039],[126.91950935,35.18616362],[126.91952661,35.18630685],[126.91957773,35.18644458],[126.91966074,35.18657151],[126.91977246,35.18668276],[126.91990859,35.18677407],[126.92006389,35.18684191],[126.92023241,35.18688369],[126.92040766,35.1868978],[126.92058292,35.18688369],[126.92075143,35.18684191],[126.92090674,35.18677407],[126.92104287,35.18668276],[126.92115459,35.18657151],[126.9212376,35.18644458],[126.92128872,35.18630685],[126.92130598,35.18616362]]]}"
6774032,"2022032","2920011500","29200001  ","광주광역시 광산구1","광주광역시 광산구 월계동(장고분앞교차로 부근)",4,8,0,4,4,0,126.84264125619,35.213899353074,"{""type"":""Polygon"",""coordinates"":[[[126.84353957,35.21389935],[126.84352231,35.21375617],[126.84347119,35.21361849],[126.84338818,35.2134916],[126.84327646,35.21338039],[126.84314033,35.21328911],[126.84298503,35.21322129],[126.84281651,35.21317952],[126.84264126,35.21316542],[126.842466,35.21317952],[126.84229749,35.21322129],[126.84214218,35.21328911],[126.84200605,35.21338039],[126.84189433,35.2134916],[126.84181132,35.21361849],[126.8417602,35.21375617],[126.84174294,35.21389935],[126.8417602,35.21404254],[126.84181132,35.21418021],[126.84189433,35.2143071],[126.84200605,35.21441832],[126.84214218,35.21450959],[126.84229749,35.21457741],[126.842466,35.21461918],[126.84264126,35.21463328],[126.84281651,35.21461918],[126.84298503,35.21457741],[126.84314033,35.21450959],[126.84327646,35.21441832],[126.84338818,35.2143071],[126.84347119,35.21418021],[126.84352231,35.21404254],[126.84353957,35.21389935]]]}"
6773863,"2022032","3011011700","30110001  ","대전광역시 동구1","대전광역시 동구 홍도동(용전네거리 부근)",4,7,0,4,3,0,127.432364126404,36.347567559896,"{""type"":""Polygon"",""coordinates"":[[[127.43326244,36.34756756],[127.43324518,36.3474264],[127.43319406,36.34729067],[127.43311105,36.34716558],[127.43299933,36.34705594],[127.4328632,36.34696596],[127.4327079,36.3468991],[127.43253938,36.34685792],[127.43236413,36.34684402],[127.43218887,36.34685792],[127.43202036,36.3468991],[127.43186505,36.34696596],[127.43172892,36.34705594],[127.4316172,36.34716558],[127.43153419,36.34729067],[127.43148307,36.3474264],[127.43146581,36.34756756],[127.43148307,36.34770871],[127.43153419,36.34784444],[127.4316172,36.34796953],[127.43172892,36.34807918],[127.43186505,36.34816916],[127.43202036,36.34823602],[127.43218887,36.34827719],[127.43236413,36.34829109],[127.43253938,36.34827719],[127.4327079,36.34823602],[127.4328632,36.34816916],[127.43299933,36.34807918],[127.43311105,36.34796953],[127.43319406,36.34784444],[127.43324518,36.34770871],[127.43326244,36.34756756]]]}"
6773497,"2022032","3011011200","30110002  ","대전광역시 동구2","대전광역시 동구 신안동(대동성당 부근)",4,6,0,4,2,0,127.439734346664,36.32827847797,"{""type"":""Polygon"",""coordinates"":[[[127.44063266,36.32827848],[127.4406154,36.32813729],[127.44056428,36.32800152],[127.44048127,36.3278764],[127.44036955,36.32776673],[127.44023342,36.32767673],[127.44007812,36.32760985],[127.4399096,36.32756867],[127.43973435,36.32755476],[127.43955909,36.32756867],[127.43939058,36.32760985],[127.43923527,36.32767673],[127.43909914,36.32776673],[127.43898742,36.3278764],[127.43890441,36.32800152],[127.43885329,36.32813729],[127.43883603,36.32827848],[127.43885329,36.32841967],[127.43890441,36.32855543],[127.43898742,36.32868055],[127.43909914,36.32879022],[127.43923527,36.32888022],[127.43939058,36.3289471],[127.43955909,36.32898828],[127.43973435,36.32900219],[127.4399096,36.32898828],[127.44007812,36.3289471],[127.44023342,36.32888022],[127.44036955,36.32879022],[127.44048127,36.32868055],[127.44056428,36.32855543],[127.4406154,36.32841967],[127.44063266,36.32827848]]]}"
6773957,"2022032","3011011700","30110003  ","대전광역시 동구3","대전광역시 동구 홍도동(한남로1 부근)",4,6,0,4,2,0,127.425674184817,36.350989443409,"{""type"":""Polygon"",""coordinates"":[[[127.4265725,36.35098944],[127.42655524,36.35084829],[127.42650412,36.35071257],[127.42642111,36.35058749],[127.42630939,36.35047785],[127.42617326,36.35038787],[127.42601796,36.35032101],[127.42584944,36.35027984],[127.42567418,36.35026594],[127.42549893,36.35027984],[127.42533041,36.35032101],[127.42517511,36.35038787],[127.42503898,36.35047785],[127.42492726,36.35058749],[127.42484425,36.35071257],[127.42479313,36.35084829],[127.42477587,36.35098944],[127.42479313,36.35113059],[127.42484425,36.35126632],[127.42492726,36.3513914],[127.42503898,36.35150104],[127.42517511,36.35159101],[127.42533041,36.35165787],[127.42549893,36.35169904],[127.42567418,36.35171294],[127.42584944,36.35169904],[127.42601796,36.35165787],[127.42617326,36.35159101],[127.42630939,36.35150104],[127.42642111,36.3513914],[127.42650412,36.35126632],[127.42655524,36.35113059],[127.4265725,36.35098944]]]}"
6773456,"2022032","3011010100","30110004  ","대전광역시 동구4","대전광역시 동구 원동(원동네거리 부근)",4,5,0,4,1,0,127.43505616691,36.32665324745,"{""type"":""Polygon"",""coordinates"":[[[127.43595448,36.32665325],[127.43593722,36.32651205],[127.4358861,36.32637629],[127.43580309,36.32625116],[127.43569137,36.32614149],[127.43555524,36.32605149],[127.43539994,36.32598461],[127.43523142,36.32594342],[127.43505617,36.32592951],[127.43488091,36.32594342],[127.4347124,36.32598461],[127.43455709,36.32605149],[127.43442096,36.32614149],[127.43430925,36.32625116],[127.43422623,36.32637629],[127.43417511,36.32651205],[127.43415785,36.32665325],[127.43417511,36.32679444],[127.43422623,36.32693021],[127.43430925,36.32705533],[127.43442096,36.327165],[127.43455709,36.327255],[127.4347124,36.32732188],[127.43488091,36.32736307],[127.43505617,36.32737697],[127.43523142,36.32736307],[127.43539994,36.32732188],[127.43555524,36.327255],[127.43569137,36.327165],[127.43580309,36.32705533],[127.4358861,36.32693021],[127.43593722,36.32679444],[127.43595448,36.32665325]]]}"
6774102,"2022032","3014011700","30140001  ","대전광역시 중구1","대전광역시 중구 산성동(대전충남우유농협우성 부근)",4,8,0,5,3,0,127.392515972335,36.311837212618,"{""type"":""Polygon"",""coordinates"":[[[127.39341429,36.31183721],[127.39339703,36.31169599],[127.39334591,36.3115602],[127.39326289,36.31143505],[127.39315118,36.31132536],[127.39301505,36.31123534],[127.39285974,36.31116844],[127.39269122,36.31112725],[127.39251597,36.31111334],[127.39234072,36.31112725],[127.3921722,36.31116844],[127.3920169,36.31123534],[127.39188077,36.31132536],[127.39176905,36.31143505],[127.39168604,36.3115602],[127.39163492,36.31169599],[127.39161766,36.31183721],[127.39163492,36.31197843],[127.39168604,36.31211422],[127.39176905,36.31223937],[127.39188077,36.31234906],[127.3920169,36.31243908],[127.3921722,36.31250598],[127.39234072,36.31254717],[127.39251597,36.31256108],[127.39269122,36.31254717],[127.39285974,36.31250598],[127.39301505,36.31243908],[127.39315118,36.31234906],[127.39326289,36.31223937],[127.39334591,36.31211422],[127.39339703,36.31197843],[127.39341429,36.31183721]]]}"
6774082,"2022032","3014010200","30140002  ","대전광역시 중구2","대전광역시 중구 선화동(중촌네거리 부근)",4,5,0,4,1,0,127.416105378462,36.336197815278,"{""type"":""Polygon"",""coordinates"":[[[127.41700369,36.33619782],[127.41698643,36.33605664],[127.41693531,36.33592089],[127.4168523,36.33579578],[127.41674058,36.33568612],[127.41660446,36.33559613],[127.41644915,36.33552925],[127.41628063,36.33548808],[127.41610538,36.33547417],[127.41593013,36.33548808],[127.41576161,36.33552925],[127.4156063,36.33559613],[127.41547017,36.33568612],[127.41535846,36.33579578],[127.41527544,36.33592089],[127.41522432,36.33605664],[127.41520706,36.33619782],[127.41522432,36.33633899],[127.41527544,36.33647474],[127.41535846,36.33659985],[127.41547017,36.33670951],[127.4156063,36.3367995],[127.41576161,36.33686637],[127.41593013,36.33690755],[127.41610538,36.33692145],[127.41628063,36.33690755],[127.41644915,36.33686637],[127.41660446,36.3367995],[127.41674058,36.33670951],[127.4168523,36.33659985],[127.41693531,36.33647474],[127.41698643,36.33633899],[127.41700369,36.33619782]]]}"
6774002,"2022032","3017011200","30170001  ","대전광역시 서구1","대전광역시 서구 둔산동(S&S2010KOREA 부근)",4,7,0,4,2,1,127.381985420192,36.351314899964,"{""type"":""Polygon"",""coordinates"":[[[127.38288374,36.3513149],[127.38286647,36.35117375],[127.38281536,36.35103803],[127.38273234,36.35091294],[127.38262063,36.35080331],[127.3824845,36.35071333],[127.38232919,36.35064647],[127.38216067,36.3506053],[127.38198542,36.3505914],[127.38181017,36.3506053],[127.38164165,36.35064647],[127.38148634,36.35071333],[127.38135022,36.35080331],[127.3812385,36.35091294],[127.38115549,36.35103803],[127.38110437,36.35117375],[127.3810871,36.3513149],[127.38110437,36.35145605],[127.38115549,36.35159177],[127.3812385,36.35171685],[127.38135022,36.35182649],[127.38148634,36.35191647],[127.38164165,36.35198332],[127.38181017,36.3520245],[127.38198542,36.3520384],[127.38216067,36.3520245],[127.38232919,36.35198332],[127.3824845,36.35191647],[127.38262063,36.35182649],[127.38273234,36.35171685],[127.38281536,36.35159177],[127.38286647,36.35145605],[127.38288374,36.3513149]]]}"
6773973,"2022032","3017011300","30170002  ","대전광역시 서구2","대전광역시 서구 월평동(누리네거리 부근)",4,4,0,4,0,0,127.36837638976,36.358513006171,"{""type"":""Polygon"",""coordinates"":[[[127.36927471,36.35851301],[127.36925744,36.35837187],[127.36920632,36.35823616],[127.36912331,36.35811109],[127.36901159,36.35800146],[127.36887547,36.35791149],[127.36872016,36.35784464],[127.36855164,36.35780347],[127.36837639,36.35778957],[127.36820114,36.35780347],[127.36803262,36.35784464],[127.36787731,36.35791149],[127.36774118,36.35800146],[127.36762947,36.35811109],[127.36754645,36.35823616],[127.36749534,36.35837187],[127.36747807,36.35851301],[127.36749534,36.35865414],[127.36754645,36.35878985],[127.36762947,36.35891492],[127.36774118,36.35902455],[127.36787731,36.35911452],[127.36803262,36.35918137],[127.36820114,36.35922254],[127.36837639,36.35923644],[127.36855164,36.35922254],[127.36872016,36.35918137],[127.36887547,36.35911452],[127.36901159,36.35902455],[127.36912331,36.35891492],[127.36920632,36.35878985],[127.36925744,36.35865414],[127.36927471,36.35851301]]]}"
6773156,"2022032","3020011100","30200001  ","대전광역시 유성구1","대전광역시 유성구 봉명동(진터네거리 부근)",5,5,0,5,0,0,127.340308340958,36.348742158125,"{""type"":""Polygon"",""coordinates"":[[[127.34120666,36.34874216],[127.3411894,36.34860101],[127.34113828,36.34846528],[127.34105526,36.34834019],[127.34094355,36.34823055],[127.34080742,36.34814057],[127.34065211,36.34807371],[127.34048359,36.34803253],[127.34030834,36.34801863],[127.34013309,36.34803253],[127.33996457,36.34807371],[127.33980926,36.34814057],[127.33967314,36.34823055],[127.33956142,36.34834019],[127.33947841,36.34846528],[127.33942729,36.34860101],[127.33941003,36.34874216],[127.33942729,36.34888331],[127.33947841,36.34901904],[127.33956142,36.34914413],[127.33967314,36.34925377],[127.33980926,36.34934374],[127.33996457,36.34941061],[127.34013309,36.34945178],[127.34030834,36.34946568],[127.34048359,36.34945178],[127.34065211,36.34941061],[127.34080742,36.34934374],[127.34094355,36.34925377],[127.34105526,36.34914413],[127.34113828,36.34901904],[127.3411894,36.34888331],[127.34120666,36.34874216]]]}"
6774086,"2022032","3020011700","30200002  ","대전광역시 유성구2","대전광역시 유성구 장대동(궁동교 부근)",4,4,0,4,0,0,127.338045431752,36.365147131336,"{""type"":""Polygon"",""coordinates"":[[[127.33894375,36.36514713],[127.33892649,36.36500601],[127.33887537,36.36487031],[127.33879235,36.36474525],[127.33868064,36.36463563],[127.33854451,36.36454567],[127.3383892,36.36447882],[127.33822068,36.36443765],[127.33804543,36.36442376],[127.33787018,36.36443765],[127.33770166,36.36447882],[127.33754635,36.36454567],[127.33741023,36.36463563],[127.33729851,36.36474525],[127.3372155,36.36487031],[127.33716438,36.36500601],[127.33714712,36.36514713],[127.33716438,36.36528825],[127.3372155,36.36542395],[127.33729851,36.36554901],[127.33741023,36.36565863],[127.33754635,36.36574859],[127.33770166,36.36581544],[127.33787018,36.3658566],[127.33804543,36.3658705],[127.33822068,36.3658566],[127.3383892,36.36581544],[127.33854451,36.36574859],[127.33868064,36.36565863],[127.33879235,36.36554901],[127.33887537,36.36542395],[127.33892649,36.36528825],[127.33894375,36.36514713]]]}"
6773489,"2022032","3023010900","30230001  ","대전광역시 대덕구1","대전광역시 대덕구 중리동(중리네거리 부근)",4,9,1,4,4,0,127.432354299512,36.358926969505,"{""type"":""Polygon"",""coordinates"":[[[127.43325261,36.35892697],[127.43323535,36.35878584],[127.43318423,36.35865012],[127.43310122,36.35852505],[127.4329895,36.35841543],[127.43285338,36.35832546],[127.43269807,36.3582586],[127.43252955,36.35821744],[127.4323543,36.35820354],[127.43217905,36.35821744],[127.43201053,36.3582586],[127.43185522,36.35832546],[127.43171909,36.35841543],[127.43160738,36.35852505],[127.43152436,36.35865012],[127.43147325,36.35878584],[127.43145598,36.35892697],[127.43147325,36.3590681],[127.43152436,36.35920381],[127.43160738,36.35932888],[127.43171909,36.35943851],[127.43185522,36.35952848],[127.43201053,36.35959533],[127.43217905,36.3596365],[127.4323543,36.3596504],[127.43252955,36.3596365],[127.43269807,36.35959533],[127.43285338,36.35952848],[127.4329895,36.35943851],[127.43310122,36.35932888],[127.43318423,36.35920381],[127.43323535,36.3590681],[127.43325261,36.35892697]]]}"
6773500,"2022032","3111011100","31110001  ","울산광역시 중구1","울산광역시 중구 태화동(태화동1085 부근)",5,9,0,5,4,0,129.302892930865,35.553138380433,"{""type"":""Polygon"",""coordinates"":[[[129.30379125,35.55313838],[129.30377399,35.5529958],[129.30372287,35.5528587],[129.30363985,35.55273234],[129.30352814,35.55262159],[129.30339201,35.5525307],[129.3032367,35.55246316],[129.30306818,35.55242157],[129.30289293,35.55240753],[129.30271768,35.55242157],[129.30254916,35.55246316],[129.30239385,35.5525307],[129.30225773,35.55262159],[129.30214601,35.55273234],[129.302063,35.5528587],[129.30201188,35.5529958],[129.30199462,35.55313838],[129.30201188,35.55328096],[129.302063,35.55341806],[129.30214601,35.55354442],[129.30225773,35.55365517],[129.30239385,35.55374606],[129.30254916,35.55381359],[129.30271768,35.55385518],[129.30289293,35.55386923],[129.30306818,35.55385518],[129.3032367,35.55381359],[129.30339201,35.55374606],[129.30352814,35.55365517],[129.30363985,35.55354442],[129.30372287,35.55341806],[129.30377399,35.55328096],[129.30379125,35.55313838]]]}"
