번호,관리기관명(필수),도로명주소(필수),주소(선택),설치목적구분(필수),위도(필수),경도(필수),카메라 대수(필수),카메라화소수(선택),촬영방면정보(선택),보관일수(선택),설치연월(선택),관리기관전화번호(선택),데이터기준일자(필수),관리번호(임의),카메라명(임의),설치목적구분상세(임의),"개소별
대역폭(임의)",통신망(임의)
1195,천안시,,충청남도 천안시 동남구 신부동 389-4,,36.817985,127.150779,3,,,,,,,E17C051-19,E17C051-19_1_신부동 389-4(율림빌딩앞삼거리),방범(주택가),10M,KT
1196,천안시,,충청남도 천안시 동남구 신부동 370-91,,36.817021,127.152043,1,,,,,,,E17C052-15,E17C052-15_1_성황동 10-56(복자여고위)_PTZ,방범(주택가),10M,KT
1197,천안시,,충청남도 천안시 동남구 신부동 329-3,,36.82089,127.154138,3,,,,,,,E17C052-19,E17C052-19_1_신부동 329-3(홈마트옆삼거리),방범(주택가),10M,KT
1198,천안시,,충청남도 천안시 동남구 신부동 371-55,,36.817302,127.152676,1,,,,,,,E17C053-15,E17C053-15_1_신부동 371-55(노인회관밑)_PTZ,방범(주택가),10M,KT
1199,천안시,,충청남도 천안시 동남구 신부동 320-98,,36.82186,127.153621,2,,,,,,,E17C053-19,E17C053-19_1_신부동 320-98(원룸촌앞),방범(주택가),10M,KT
1200,천안시,,충청남도 천안시 동남구 신부동 72-36,,36.815036,127.160829,3,,,,,,,E17C054-15,E17C054-15_1_신부동 72-36(법원우측사거리)_PTZ,방범(주택가),10M,KT
1201,천안시,,충청남도 천안시 동남구 안서동 526-120,,36.838023,127.174134,3,,,,,,,E17C054-19,E17C054-19_1_안서동 526-120(단대치대앞주차장 입구),방범(주택가),-,CCTV 자가망
1202,천안시,,충청남도 천안시 동남구 신부동 492-13,,36.818597,127.161037,1,,,,,,,E17C055-15,E17C055-15_1_신부동 492-13(에이스원룸앞)_PTZ,방범(주택가),10M,KT
1203,천안시,,충청남도 천안시 동남구 안서동 526-11,,36.838691,127.177405,3,,,,,,,E17C056-15,E17C056-15_1_안서동 526-11(금호어울림아파트앞)_PTZ,방범(주택가),-,CCTV 자가망
1204,천안시,,충청남도 천안시 동남구 안서동 178,,36.829927,127.193354,1,,,,,,,E17C057-15,E17C057-15_1_안서동 178(이편한세상지나)_PTZ,방범(주택가),-,CCTV 자가망
1205,천안시,,충청남도 천안시 동남구 신부동 271-3,,36.829933,127.161921,2,,,,,,,E17C093-18,E17C093-18_1_신부동 271-3(버스회차지),방범(주택가),-,CCTV 자가망
1206,천안시,,충청남도 천안시 동남구 안서동 98-1,,36.844259,127.186758,4,,,,,,,E17C094-18,E17C094-18_1_안서동 98-1(진성오피스텔앞),방범(주택가),-,CCTV 자가망
1207,천안시,,충청남도 천안시 동남구 안서동 508-13,,36.832822,127.174148,5,,,,,,,E17C105-16,E17C105-16_1_안서동 508-13(상명대입구지하도옆)_PTZ,방범(주택가),-,CCTV 자가망
1208,천안시,,충청남도 천안시 동남구 안서동 265-1,,36.829206,127.182884,3,,,,,,,E17C106-16,E17C106-16_1_안서동 265-1(호서대옆삼거리_상명대학교천안캠퍼스방향),방범(주택가),-,CCTV 자가망
1209,천안시,,충청남도 천안시 동남구 안서동 332-10,,36.837527,127.176053,2,,,,,,,E17C108-19,E17C108-19_1_안서동 332-10(도담마루원룸뒤),방범(주택가),-,CCTV 자가망
1210,천안시,,충청남도 천안시 동남구 안서동 366-71,,36.841222,127.179257,2,,,,,,,E17C109-19,E17C109-19_1_안서동 366-71(둘리원룸앞),방범(주택가),-,CCTV 자가망
1211,천안시,,충청남도 천안시 동남구 안서동 407-1,,36.842229,127.182869,3,,,,,,,E17C110-19,E17C110-19_1_안서동 407-1(셔틀버스 주차장 입구),방범(주택가),-,CCTV 자가망
1212,천안시,,충청남도 천안시 동남구 안서동 106-5,,36.842229,127.185953,2,,,,,,,E17C111-19,E17C111-19_1_안서동 106-5(백석대학교 기숙사 옆),방범(주택가),-,CCTV 자가망
1213,천안시,,충청남도 천안시 동남구 안서동 74-6,,36.845001,127.186223,3,,,,,,,E17C112-19,E17C112-19_1_안서동 74-6(미래타운 앞),방범(주택가),-,CCTV 자가망
1214,천안시,,충청남도 천안시 동남구 안서동 153-1,,36.833286,127.1904,3,,,,,,,E17C115-17,E17C115-17_1_안서동 153-1(웨딩홀앞삼거리_호서대학교천안캠퍼스방향),방범(주택가),-,CCTV 자가망
1215,천안시,,충청남도 천안시 동남구 신부동 909-6,,36.821298,127.150564,3,,,,,,,E17C119-17,E17C119-17_1_신부동 909-6(우방유쉘아파트삼거리_천안축구센터방향),방범(주택가),10M,KT
1216,천안시,,충청남도 천안시 동남구 안서동 363-14,,36.8403,127.1755,1,,,,,,,E17C127-19,E17C127-19_1_안서동 363-14(고속도로 암거 내),방범(주택가),-,CCTV 자가망
1217,천안시,,충청남도 천안시 동남구 신부동 789,,36.820924,127.159206,4,,,,,,,E17C143-19,E17C143-19_1_신부동 789(프로정헤어샾),방범(주택가),10M,KT
1218,천안시,,충청남도 천안시 동남구 신부동 83-9,,36.814556,127.158924,3,,,,,,,E17C147-15,E17C147-15_1_신부동 83-9(13통사무소앞)_PTZ,방범(주택가),10M,KT
1219,천안시,,충청남도 천안시 서북구 성환읍 성환리 449-176,,36.916362,127.129707,3,,,,,,,W18C001-11,W18C001-11_1_성환읍 성환리449-176(성환리우체국앞_남산동사거리방향)_문제차량,방범(주택가),10M,LG
1220,천안시,,충청남도 천안시 서북구 성환읍 성월리 295-1,,36.91847,127.135205,2,,,,,,,W18C002-10,W18C002-10_1_성환읍 성월리295-1(한솔)_PTZ,방범(주택가),10M,KT
1221,천안시,,충청남도 천안시 서북구 성환읍 성환리 344-186,,36.919356,127.130519,2,,,,,,,W18C004-11,W18C004-11_1_성환읍 성환리344-186(먹거리시장부근)_PTZ,방범(주택가),10M,LG
1222,천안시,,충청남도 천안시 서북구 성환읍 성환리 449-762,,36.915997,127.127998,2,,,,,,,W18C005-08,W18C005-08_1_성환읍 성환리449-762(성환역)_PTZ,방범(주택가),-,행정용 자가망
1223,천안시,,충청남도 천안시 서북구 성환읍 성월리 130-16,,36.916573,127.140894,1,,,,,,,W18C006-08,W18C006-08_1_성환읍 성월리130-16(그린하우스)_PTZ,방범(주택가),-,행정용 자가망
1224,천안시,,충청남도 천안시 서북구 성환읍 송덕리 산35,,36.921461,127.105353,3,,,,,,,W18C007-14,W18C007-14_1_성환읍 송덕리 산 35(삼거리_직산읍방향),방범(주택가),10M,KT
1225,천안시,,충청남도 천안시 서북구 성환읍 성환리 449-333,,36.916111,127.127351,2,,,,,,,W18C008-14,W18C008-14_1_성환읍 성환리449-333(성환역광장)_PTZ,방범(주택가),10M,KT
1226,천안시,,충청남도 천안시 서북구 성환읍 수향리 55-41,,36.942192,127.157017,3,,,,,,,W18C009-14,W18C009-14_1_성환읍 수향리55-41(삼거리)_PTZ,방범(주택가),10M,KT
1227,천안시,,충청남도 천안시 서북구 성환읍 대홍리 246-3,,36.945961,127.138272,4,,,,,,,W18C010-14,W18C010-14_1_성환읍 대홍리246-3(대홍3리마을입구_천안대로방향),방범(주택가),10M,KT
1228,천안시,,충청남도 천안시 서북구 성환읍 성월리 160-1,,36.91918,127.135955,4,,,,,,,W18C011-14,W18C011-14_1_성환읍 성월리160-1(현대웰빙스포츠앞)_PTZ,방범(주택가),10M,KT
1229,천안시,,충청남도 천안시 서북구 성환읍 양령리 343-2,,36.963743,127.154601,1,,,,,,,W18C016-08,W18C016-08_1_성환읍 양령리343-2(양령2리마을회관앞)_지능형,방범(주택가),10M,KT
1230,천안시,,충청남도 천안시 서북구 성환읍 안궁리 294-3,,36.956757,127.130324,1,,,,,,,W18C017-08,W18C017-08_1_성환읍 안궁리 294-3(안궁기사식당뒤)_지능형,방범(주택가),10M,KT
1231,천안시,,충청남도 천안시 서북구 성환읍 율금리 513,,36.904523,127.11275,2,,,,,,,W18C018-08,W18C018-08_1_성환읍 율금리513(대영앞_율금2리마을회관방향),방범(주택가),10M,KT
1232,천안시,,충청남도 천안시 서북구 성환읍 성월리 150,,36.918307,127.136328,2,,,,,,,W18C019-09,W18C019-09_1_성환읍 성월리 150(현대한솔아파트 옆),방범(주택가),10M,LG
1233,천안시,,충청남도 천안시 서북구 성환읍 우신리 60-3,,36.925657,127.118212,1,,,,,,,W18C020-09,W18C020-09_1_성환읍 우신리60-3(우신리마을입구_장천교방향),방범(주택가),10M,KT
1234,천안시,,충청남도 천안시 서북구 성환읍 율금리 409-3,,36.898179,127.108974,1,,,,,,,W18C021-09,W18C021-09_1_성환읍 율금리409-3(율금1구마을회관앞_율금2리마을회관방향),방범(주택가),10M,KT
1235,천안시,,충청남도 천안시 서북구 성환읍 와룡리 43-8,,36.957027,127.105452,2,,,,,,,W18C022-10,W18C022-10_1_성환읍 와룡리43-8(와룡1교)_PTZ,방범(주택가),10M,KT
1236,천안시,,충청남도 천안시 서북구 성환읍 성월리 132,,36.91704,127.139919,2,,,,,,,W18C023-10,W18C023-10_1_성환읍 성월리132(농업인복지관뒤_태양아파트방향),방범(주택가),10M,KT
1237,천안시,,충청남도 천안시 서북구 성환읍 성월리 186-3,,36.920922,127.136912,1,,,,,,,W18C024-10,W18C024-10_1_성환읍 성월리 186-3(성월파크앞도로_성환읍행정복지센터방향),방범(주택가),10M,KT
1238,천안시,,충청남도 천안시 서북구 성환읍 성환리 441-2,,36.919753,127.125595,1,,,,,,,W18C025-10,W18C025-10_1_성환읍 성환리441-2(지하도입구),방범(주택가),10M,KT
1239,천안시,,충청남도 천안시 서북구 성환읍 대홍리 203-2,,36.939303,127.138768,1,,,,,,,W18C026-10,W18C026-10_1_성환읍 대홍리203-2(마을입구삼거리_천안대로방향),방범(주택가),10M,KT
1240,천안시,,충청남도 천안시 서북구 성환읍 성환리 380-16,,36.917094,127.134369,2,,,,,,,W18C027-11,W18C027-11_1_성환읍 성환리 380-16(한사랑어린이집앞도로_성환초등학교방향),방범(주택가),10M,KT
1241,천안시,,충청남도 천안시 서북구 성환읍 우신리 24-24,,36.92272,127.119063,1,,,,,,,W18C028-11,W18C028-11_1_성환읍 우신리24-24(송덕1리마을입구)_지능형,방범(주택가),10M,KT
1242,천안시,,충청남도 천안시 서북구 성환읍 매주리 208-3,,36.90139,127.130744,1,,,,,,,W18C029-11,W18C029-11_1_성환읍 매주리208-3(매주1리경로당앞)_지능형,방범(주택가),10M,KT
1243,천안시,,충청남도 천안시 서북구 성환읍 성월리 65-16,,36.912325,127.141831,2,,,,,,,W18C030-11,W18C030-11_1_성환읍 성월리65-16(남서울대앞원룸촌)_PTZ,방범(주택가),10M,KT
1244,천안시,,충청남도 천안시 서북구 성환읍 성환리 392-26,,36.914967,127.133754,2,,,,,,,W18C031-12,W18C031-12_1_성환읍 성환리392-26(부자마을앞_성환중학교방향),방범(주택가),10M,KT
1245,천안시,,충청남도 천안시 서북구 성환읍 매주리 359-7,,36.909459,127.12203,2,,,,,,,W18C032-12,W18C032-12_1_매주리 359-7(매주교차로)_PTZ,방범(주택가),10M,KT
1246,천안시,,충청남도 천안시 서북구 성환읍 성환리 261-1,,36.921465,127.136251,4,,,,,,,W18C033-12,W18C033-12_1_성환읍 성환리261-1(사랑제일교회앞사거리)_지능형,방범(주택가),10M,KT
1247,천안시,,충청남도 천안시 서북구 성환읍 수향리 410-8,,36.949485,127.14048,1,,,,,,,W18C034-12,W18C034-12_1_성환읍 수향리410-8(수향1리마을입구)_지능형,방범(주택가),10M,KT
1248,천안시,,충청남도 천안시 서북구 성환읍 복모리 121-5,,36.955132,127.127672,1,,,,,,,W18C035-12,W18C035-12_1_성환읍 복모리121-5(복모리마을입구)_지능형,방범(주택가),10M,KT
1249,천안시,,충청남도 천안시 서북구 성환읍 수향리 55-4,,36.93899,127.153535,1,,,,,,,W18C036-12,W18C036-12_1_성환읍 수향리55-4(수향리버스정류장앞)_지능형,방범(주택가),10M,KT
1250,천안시,,충청남도 천안시 서북구 성환읍 왕림리 383-3,,36.915602,127.101702,1,,,,,,,W18C037-12,W18C037-12_1_왕림리 383-3(왕림1리마을입구)_지능형,방범(주택가),10M,KT
1251,천안시,,충청남도 천안시 서북구 성환읍 신가리 121-13,,36.965852,127.119346,2,,,,,,,W18C038-13,W18C038-13_1_성환읍 신가리 121-13(안궁5리 입구),방범(주택가),10M,LG
1252,천안시,,충청남도 천안시 서북구 성환읍 신가리 113-28,,36.966742,127.118168,1,,,,,,,W18C039-13,W18C039-13_1_성환읍 신가리 113-28(안궁5리 경로당 옥상),방범(주택가),10M,LG
1253,천안시,,충청남도 천안시 서북구 성환읍 성환리 280-3,,36.919509,127.134072,3,,,,,,,W18C040-13,W18C040-13_1_성환읍 성환리 280-3(성환읍사무소 지나서),방범(주택가),10M,LG
1254,천안시,,충청남도 천안시 서북구 성환읍 성환리 357-2,,36.915208,127.131283,3,,,,,,,W18C041-13,W18C041-13_1_성환읍 성환리 357-2(성환중뒷길),방범(주택가),10M,KT
1255,천안시,,충청남도 천안시 서북구 성환읍 안궁리 218-27,,36.962257,127.135663,1,,,,,,,W18C042-13,W18C042-13_1_성환읍 안궁리 218-27(편의점 옆길)_자체저장,방범(주택가),10M,KT
1256,천안시,,충청남도 천안시 서북구 성환읍 율금리 602-9,,36.903481,127.10284,2,,,,,,,W18C043-13,W18C043-13_1_성환읍 율금리 602-9(두진아파트 입구)_자체저장,방범(주택가),10M,KT
1257,천안시,,충청남도 천안시 서북구 성환읍 성환리 449-263,,36.918418,127.127318,2,,,,,,,W18C044-13,W18C044-13_1_성환읍 성환리 449-263(철공소 옆)_자체저장,방범(주택가),10M,KT
1258,천안시,,충청남도 천안시 서북구 성환읍 성환리 320-5,,36.920662,127.133873,4,,,,,,,W18C044-19,W18C044-19_1_성환읍 성환리 320-5(합동슈퍼 앞),방범(주택가),10M,LG
1259,천안시,,충청남도 천안시 서북구 성환읍 매주리 332-53,,36.911869,127.1269,3,,,,,,,W18C045-13,W18C045-13_1_성환읍 매주리 332-53(철도옆 삼거리)_자체저장,방범(주택가),10M,KT
1260,천안시,,충청남도 천안시 서북구 성환읍 성환리 355-4,,36.916859,127.129944,3,,,,,,,W18C045-19,W18C045-19_1_성환읍 성환리 355-4(성환우체국 앞),방범(주택가),10M,LG
1261,천안시,,충청남도 천안시 서북구 성환읍 성환리 449-128,,36.914481,127.126507,2,,,,,,,W18C046-13,W18C046-13_1_성환읍 성환리 449-128(성환역 위 철길 옆길),방범(주택가),10M,KT
1262,천안시,,충청남도 천안시 서북구 성환읍 도하리 518-24,,36.945572,127.161531,3,,,,,,,W18C046-19,W18C046-19_1_성환읍 도하리 518-24(대성파렛트 앞),방범(주택가),10M,LG
1263,천안시,,충청남도 천안시 서북구 성환읍 성환리 449-132,,36.9175,127.129513,4,,,,,,,W18C047-13,W18C047-13_1_성환읍 성환리 449-132(성환이화시장 입구),방범(주택가),10M,LG
1264,천안시,,충청남도 천안시 서북구 성환읍 성월리 198-6,,36.919888,127.135829,3,,,,,,,W18C047-19,W18C047-19_1_성환읍 성월리 264-12(편의점 앞 사거리)_PTZ,방범(주택가),10M,LG
1265,천안시,,충청남도 천안시 서북구 성환읍 신방리 457-72,,36.932769,127.080828,2,,,,,,,W18C048-13,"W18C048-13_1_성환읍 신방리 457-72(신무리 마을입구, 일신 옆)_자체저장",방범(주택가),10M,KT
1266,천안시,,충청남도 천안시 서북구 성환읍 도하리 337-23,,36.945873,127.169054,3,,,,,,,W18C048-16,W18C048-16_1_성환읍 도하리337-23(마을회관앞_도하초등학교방향),방범(주택가),10M,KT
1267,천안시,,충청남도 천안시 서북구 성환읍 어룡리 207,,36.938182,127.122828,3,,,,,,,W18C048-19,W18C048-19_1_성환읍 어룡리 207(마을입구 삼거리),방범(주택가),10M,LG
1268,천안시,,충청남도 천안시 서북구 성환읍 성월리 65-12,,36.91333,127.142491,2,,,,,,,W18C049-14,W18C049-14_1_성환읍 성월리 65-12(성월3리 마을입구)_자체저장,방범(주택가),10M,LG
1269,천안시,,충청남도 천안시 서북구 성환읍 복모리 337-1,,36.950166,127.122056,2,,,,,,,W18C049-16,W18C049-16_1_성환읍 복모리337-1(마을회관앞_어룡리방향),방범(주택가),10M,KT
1270,천안시,,충청남도 천안시 서북구 성환읍 성환리 136-16,,36.924491,127.128681,3,,,,,,,W18C050-16,W18C050-16_1_성환읍 성환리136-16(성환10리마을입구_쌍용자동차서비스방향),방범(주택가),10M,KT
1271,천안시,,충청남도 천안시 서북구 성환읍 성환리 351-20,,36.917262,127.130684,1,,,,,,,W18C051-16,W18C051-16_1_성환읍 성환리351-20(명동골목_성환버스터미널방향),방범(주택가),10M,KT
1272,천안시,,충청남도 천안시 서북구 성환읍 수향리 217,,36.943374,127.150581,2,,,,,,,W18C052-16,W18C052-16_1_성환읍 수향리217(마을입구)_PTZ,방범(주택가),10M,KT
1273,천안시,,충청남도 천안시 서북구 성환읍 매주리 318,,36.91334,127.129391,4,,,,,,,W18C052-17,W18C052-17_1_성환읍 매주리318(명동칼국수샤브샤브앞사거리_성환도서관방향),방범(주택가),10M,KT
1274,천안시,,충청남도 천안시 서북구 성환읍 와룡리 33-23,,36.955147,127.098024,2,,,,,,,W18C053-16,W18C053-16_1_성환읍 와룡리33-23(성환-평계읍경계_추팔리방향),방범(주택가),10M,KT
1275,천안시,,충청남도 천안시 서북구 성환읍 매주리 427-7,,36.909221,127.129197,3,,,,,,,W18C053-17,W18C053-17_1_성환읍 매주리427-7(메주2리입구_매주육교방향),방범(주택가),10M,KT
1276,천안시,,충청남도 천안시 서북구 성환읍 우신리 69-3,,36.927769,127.117373,3,,,,,,,W18C054-16,W18C054-16_1_성환읍 우신리69-3(인성자원앞_우신3교방향),방범(주택가),10M,KT
1277,천안시,,충청남도 천안시 서북구 성환읍 성월리 98-3,,36.913671,127.134222,1,,,,,,,W18C054-17,W18C054-17_1_성환읍 성월리98-3(골목)_PTZ,방범(주택가),10M,KT
1278,천안시,,충청남도 천안시 서북구 성환읍 성환리 449-216,,36.91598,127.128812,4,,,,,,,W18C055-17,W18C055-17_1_성환읍 성환리449-216(성환9길삼삼구이촌앞_성환버스터미널방향),방범(주택가),10M,KT
1279,천안시,,충청남도 천안시 서북구 성환읍 성환리 88-3,,36.932343,127.134197,2,,,,,,,W18C056-17,W18C056-17_1_성환읍 성환리88-3(1번국도변_어룡교방향),방범(주택가),10M,KT
1280,천안시,,충청남도 천안시 서북구 성환읍 수향리 433-8,,36.948799,127.134293,4,,,,,,,W18C057-17,W18C057-17_1_성환읍 수향리433-8(대홍5리마을회관앞_대홍삼거리방향),방범(주택가),10M,KT
1281,천안시,,충청남도 천안시 서북구 성환읍 왕림리 산61-2,,36.903905,127.094574,3,,,,,,,W18C058-15,W18C058-15_1_성환읍 왕림리 산 61-2(에이테크솔루션인근_두진그린힐아파트방향),방범(주택가),10M,LG
1282,천안시,,충청남도 천안시 서북구 성환읍 어룡리 267-4,,36.94116,127.121299,3,,,,,,,W18C058-17,W18C058-17_1_성환읍 어룡리267-4(마을입구_연수저수지방향),방범(주택가),10M,KT
