사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도
2017010100100280,2017년 1월 1일 17시,일요일,충청남도 천안시 서북구 성정동,경상사고,0,0,1,0,차대차 - 측면충돌,직진우회전진행방해,건조,맑음,교차로 - 교차로안,승용,남,23세,상해없음,원동기,남,46세,경상
2017010100100307,2017년 1월 1일 18시,일요일,충청남도 천안시 서북구 성정동,경상사고,0,0,1,0,차대차 - 측면충돌,직진우회전진행방해,건조,맑음,교차로 - 교차로안,원동기,남,48세,경상,승용,남,31세,상해없음
2017010100100373,2017년 1월 1일 20시,일요일,충청남도 천안시 서북구 성정동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,55세,상해없음,승용,여,43세,경상
2017010200100034,2017년 1월 2일 01시,월요일,충청남도 천안시 서북구 백석동,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,31세,상해없음,승용,남,23세,중상
2017010200100183,2017년 1월 2일 11시,월요일,충청남도 천안시 동남구 광덕면,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,69세,상해없음,승용,여,38세,경상
2017010200100337,2017년 1월 2일 17시,월요일,충청남도 천안시 서북구 쌍용동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,67세,상해없음,승용,여,58세,경상
2017010200100369,2017년 1월 2일 18시,월요일,충청남도 천안시 서북구 성정동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,36세,상해없음,승용,남,46세,경상
2017010200100418,2017년 1월 2일 19시,월요일,충청남도 천안시 서북구 성거읍,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,57세,상해없음,승용,남,37세,경상
2017010200100499,2017년 1월 2일 22시,월요일,충청남도 천안시 서북구 성환읍,중상사고,0,1,0,0,차량단독 - 전도전복,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,42세,중상,미분류,미분류,미분류,미분류
2017010300100048,2017년 1월 3일 02시,화요일,충청남도 천안시 서북구 두정동,경상사고,0,0,3,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,42세,상해없음,승용,남,31세,경상
2017010300100083,2017년 1월 3일 06시,화요일,충청남도 천안시 서북구 성거읍,사망사고,1,0,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,원동기,여,64세,사망,승용,남,34세,상해없음
2017010300100084,2017년 1월 3일 06시,화요일,충청남도 천안시 서북구 성정동,경상사고,0,0,3,0,차대차 - 측면충돌,신호위반,건조,흐림,교차로 - 교차로안,승용,남,28세,상해없음,승합,남,59세,경상
2017010300100108,2017년 1월 3일 07시,화요일,충청남도 천안시 서북구 성환읍,경상사고,0,0,2,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,30세,상해없음,승용,남,30세,경상
2017010300100109,2017년 1월 3일 07시,화요일,충청남도 천안시 서북구 성정동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,42세,상해없음,승용,여,49세,경상
2017010300100146,2017년 1월 3일 08시,화요일,충청남도 천안시 서북구 두정동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,남,27세,상해없음,보행자,여,29세,경상
2017010300100502,2017년 1월 3일 20시,화요일,충청남도 천안시 동남구 신부동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,기타불명,기타불명,미분류,기타불명,원동기,남,28세,경상
2017010300100529,2017년 1월 3일 21시,화요일,충청남도 천안시 동남구 수신면,경상사고,0,0,1,0,차대차 - 정면충돌,안전운전불이행,건조,맑음,단일로 - 기타,원동기,남,22세,경상,승용,여,36세,상해없음
2017010400100024,2017년 1월 4일 00시,수요일,충청남도 천안시 서북구 불당동,경상사고,0,0,1,0,차대차 - 후진중충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,43세,기타불명,승용,남,26세,상해없음
2017010400100042,2017년 1월 4일 02시,수요일,충청남도 천안시 동남구 사직동,경상사고,0,0,1,0,차대차 - 정면충돌,직진우회전진행방해,건조,맑음,교차로 - 교차로안,승용,남,41세,상해없음,승용,남,43세,경상
2017010400100079,2017년 1월 4일 06시,수요일,충청남도 천안시 서북구 성거읍,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,화물,남,62세,상해없음,농기계,남,68세,경상
2017010400100182,2017년 1월 4일 10시,수요일,충청남도 천안시 동남구 신부동,중상사고,0,2,2,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,59세,상해없음,승용,남,72세,경상
2017010400100242,2017년 1월 4일 12시,수요일,충청남도 천안시 동남구 다가동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,기타불명,기타불명,미분류,기타불명,자전거,남,9세,경상
2017010400100289,2017년 1월 4일 14시,수요일,충청남도 천안시 동남구 대흥동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,64세,상해없음,보행자,여,82세,중상
2017010400100459,2017년 1월 4일 19시,수요일,충청남도 천안시 서북구 성환읍,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로안,화물,남,36세,상해없음,보행자,남,71세,경상
2017010400100460,2017년 1월 4일 19시,수요일,충청남도 천안시 서북구 입장면,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,52세,상해없음,보행자,남,81세,중상
2017010400100494,2017년 1월 4일 20시,수요일,충청남도 천안시 서북구 성거읍,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,54세,상해없음,승용,남,39세,경상
2017010400100496,2017년 1월 4일 20시,수요일,충청남도 천안시 서북구 성거읍,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,28세,상해없음,화물,남,49세,상해없음
2017010400100521,2017년 1월 4일 21시,수요일,충청남도 천안시 서북구 두정동,경상사고,0,0,2,0,차대차 - 측면충돌,안전거리미확보,젖음/습기,맑음,단일로 - 기타,승용,여,44세,상해없음,승용,남,37세,경상
2017010500100129,2017년 1월 5일 08시,목요일,충청남도 천안시 동남구 신방동,중상사고,0,1,0,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,자전거,남,52세,중상,화물,남,44세,상해없음
2017010500100130,2017년 1월 5일 08시,목요일,충청남도 천안시 동남구 삼룡동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,42세,상해없음,보행자,남,52세,중상
2017010500100150,2017년 1월 5일 09시,목요일,충청남도 천안시 서북구 신당동,경상사고,0,0,1,1,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,건설기계,남,54세,상해없음,승용,남,44세,경상
2017010600100022,2017년 1월 6일 00시,금요일,충청남도 천안시 동남구 신부동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,35세,상해없음,승용,남,56세,경상
2017010600100035,2017년 1월 6일 01시,금요일,충청남도 천안시 동남구 신방동,경상사고,0,0,1,0,차대차 - 후진중충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,23세,상해없음,승용,남,40세,경상
2017010600100180,2017년 1월 6일 10시,금요일,충청남도 천안시 서북구 성환읍,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,60세,상해없음,보행자,남,83세,중상
2017010600100181,2017년 1월 6일 10시,금요일,충청남도 천안시 서북구 두정동,경상사고,0,0,2,0,차대차 - 정면충돌,중앙선침범,건조,맑음,교차로 - 교차로부근,승용,남,23세,상해없음,승용,남,34세,경상
2017010600100314,2017년 1월 6일 15시,금요일,충청남도 천안시 동남구 신방동,경상사고,0,0,1,0,차대사람 - 횡단중,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,여,45세,상해없음,보행자,남,27세,경상
2017010600100472,2017년 1월 6일 19시,금요일,충청남도 천안시 서북구 두정동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,자전거,남,14세,상해없음,원동기,남,18세,중상
2017010600100473,2017년 1월 6일 19시,금요일,충청남도 천안시 서북구 성정동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,53세,상해없음,승용,남,28세,중상
2017010600100537,2017년 1월 6일 21시,금요일,충청남도 천안시 서북구 쌍용동,경상사고,0,0,1,0,차대차 - 기타,차로위반,건조,맑음,단일로 - 기타,승합,남,50세,상해없음,승용,여,47세,경상
2017010600100538,2017년 1월 6일 21시,금요일,충청남도 천안시 서북구 성정동,경상사고,0,0,1,0,차대차 - 측면충돌,중앙선침범,건조,맑음,단일로 - 기타,승용,남,23세,상해없음,승용,남,56세,경상
2017010700100202,2017년 1월 7일 09시,토요일,충청남도 천안시 서북구 성정동,경상사고,0,0,1,0,차대차 - 기타,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,30세,상해없음,승용,남,52세,상해없음
2017010700100397,2017년 1월 7일 17시,토요일,충청남도 천안시 동남구 구룡동,중상사고,0,1,2,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,58세,경상,화물,남,56세,중상
2017010700100429,2017년 1월 7일 18시,토요일,충청남도 천안시 서북구 성정동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,여,53세,상해없음,자전거,남,63세,경상
2017010700100432,2017년 1월 7일 18시,토요일,충청남도 천안시 동남구 광덕면,중상사고,0,3,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,54세,상해없음,승용,남,27세,경상
2017010700100496,2017년 1월 7일 20시,토요일,충청남도 천안시 서북구 성정동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,39세,상해없음,승용,남,23세,경상
2017010700100497,2017년 1월 7일 20시,토요일,충청남도 천안시 서북구 두정동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,50세,상해없음,승용,남,31세,경상
2017010700100498,2017년 1월 7일 20시,토요일,충청남도 천안시 동남구 신방동,경상사고,0,0,2,0,차대사람 - 횡단중,중앙선침범,건조,맑음,단일로 - 기타,승용,남,45세,상해없음,보행자,여,71세,경상
2017010700100544,2017년 1월 7일 22시,토요일,충청남도 천안시 서북구 두정동,경상사고,0,0,3,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,36세,상해없음,승용,남,22세,경상
2017010800100406,2017년 1월 8일 21시,일요일,충청남도 천안시 동남구 목천읍,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,37세,상해없음,화물,남,45세,기타불명
2017010800100439,2017년 1월 8일 23시,일요일,충청남도 천안시 서북구 불당동,중상사고,0,1,4,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,59세,중상,승용,여,35세,경상
2017010900100112,2017년 1월 9일 08시,월요일,충청남도 천안시 서북구 두정동,경상사고,0,0,2,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,44세,경상,승용,남,37세,경상
2017010900100128,2017년 1월 9일 09시,월요일,충청남도 천안시 동남구 삼룡동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,여,47세,상해없음,승용,남,55세,경상
2017010900100144,2017년 1월 9일 10시,월요일,충청남도 천안시 서북구 백석동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,화물,남,38세,상해없음,승용,남,50세,경상
2017010900100165,2017년 1월 9일 11시,월요일,충청남도 천안시 서북구 두정동,중상사고,0,1,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,45세,상해없음,승용,남,60세,경상
2017010900100222,2017년 1월 9일 13시,월요일,충청남도 천안시 서북구 직산읍,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,여,67세,상해없음,승용,남,62세,경상
2017010900100322,2017년 1월 9일 17시,월요일,충청남도 천안시 동남구 원성동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,기타불명,기타불명,미분류,기타불명,보행자,남,60세,경상
2017010900100356,2017년 1월 9일 18시,월요일,충청남도 천안시 서북구 쌍용동,경상사고,0,0,1,0,차대사람 - 보도통행중,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,70세,기타불명,보행자,여,42세,경상
2017010900100357,2017년 1월 9일 18시,월요일,충청남도 천안시 서북구 성정동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,건조,맑음,단일로 - 기타,승용,남,21세,상해없음,보행자,남,24세,경상
2017010900100358,2017년 1월 9일 18시,월요일,충청남도 천안시 동남구 원성동,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,건조,맑음,교차로 - 교차로안,승용,남,36세,상해없음,보행자,남,68세,중상
2017010900100407,2017년 1월 9일 20시,월요일,충청남도 천안시 서북구 직산읍,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,기타불명,기타불명,미분류,기타불명,자전거,남,18세,중상
2017010900100430,2017년 1월 9일 21시,월요일,충청남도 천안시 동남구 사직동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로안,승용,여,48세,상해없음,보행자,여,61세,중상
2017010900100475,2017년 1월 9일 23시,월요일,충청남도 천안시 서북구 두정동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,38세,상해없음,승용,남,23세,경상
2017011000100029,2017년 1월 10일 01시,화요일,충청남도 천안시 서북구 두정동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,27세,상해없음,보행자,남,57세,경상
2017011000100157,2017년 1월 10일 09시,화요일,충청남도 천안시 서북구 쌍용동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,50세,상해없음,승용,여,58세,중상
2017011000100211,2017년 1월 10일 11시,화요일,충청남도 천안시 서북구 쌍용동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,26세,상해없음,승용,여,53세,경상
2017011000100228,2017년 1월 10일 12시,화요일,충청남도 천안시 서북구 백석동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,젖음/습기,눈,교차로 - 교차로횡단보도내,승용,남,29세,상해없음,보행자,남,23세,경상
2017011000100229,2017년 1월 10일 12시,화요일,충청남도 천안시 서북구 백석동,경상사고,0,0,2,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승합,남,30세,경상,승용,여,48세,경상
2017011000100358,2017년 1월 10일 17시,화요일,충청남도 천안시 서북구 쌍용동,경상사고,0,0,1,0,차대차 - 기타,교차로운행방법위반,건조,맑음,교차로 - 교차로부근,승용,남,59세,상해없음,승용,여,23세,경상
2017011000100467,2017년 1월 10일 20시,화요일,충청남도 천안시 서북구 두정동,경상사고,0,0,1,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,원동기,남,35세,경상,승용,여,59세,상해없음
2017011000100500,2017년 1월 10일 21시,화요일,충청남도 천안시 서북구 두정동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,48세,상해없음,승용,남,55세,경상
2017011000100501,2017년 1월 10일 21시,화요일,충청남도 천안시 서북구 차암동,경상사고,0,0,1,0,차량단독 - 전도전복,기타,건조,맑음,단일로 - 기타,원동기,여,30세,경상,미분류,미분류,미분류,미분류
2017011000100503,2017년 1월 10일 21시,화요일,충청남도 천안시 동남구 신부동,사망사고,1,0,0,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,48세,기타불명,자전거,남,68세,사망
2017011000100543,2017년 1월 10일 23시,화요일,충청남도 천안시 서북구 쌍용동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,56세,상해없음,보행자,남,39세,중상
2017011000100544,2017년 1월 10일 23시,화요일,충청남도 천안시 서북구 성정동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,30세,상해없음,보행자,남,48세,중상
2017011100100023,2017년 1월 11일 00시,수요일,충청남도 천안시 동남구 삼룡동,경상사고,0,0,1,0,차대차 - 정면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,33세,상해없음,화물,남,64세,상해없음
2017011100100204,2017년 1월 11일 11시,수요일,충청남도 천안시 동남구 봉명동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,41세,경상,승용,여,53세,상해없음
2017011100100412,2017년 1월 11일 18시,수요일,충청남도 천안시 동남구 청수동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로안,승용,여,37세,상해없음,보행자,여,27세,중상
2017011100100492,2017년 1월 11일 20시,수요일,충청남도 천안시 서북구 성환읍,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,32세,상해없음,승용,여,45세,경상
2017011100100495,2017년 1월 11일 20시,수요일,충청남도 천안시 동남구 대흥동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,교차로 - 교차로안,승용,여,55세,상해없음,승용,남,53세,경상
2017011100100518,2017년 1월 11일 21시,수요일,충청남도 천안시 서북구 두정동,중상사고,0,2,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,30세,상해없음,승용,여,48세,중상
2017011100100545,2017년 1월 11일 22시,수요일,충청남도 천안시 서북구 백석동,경상사고,0,0,3,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,34세,경상,승용,여,42세,경상
2017011100100569,2017년 1월 11일 23시,수요일,충청남도 천안시 동남구 다가동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,33세,상해없음,승용,남,28세,중상
2017011200100033,2017년 1월 12일 01시,목요일,충청남도 천안시 서북구 성정동,중상사고,0,2,2,0,차대차 - 정면충돌,중앙선침범,건조,맑음,단일로 - 기타,승용,남,34세,상해없음,승용,남,40세,경상
2017011200100066,2017년 1월 12일 05시,목요일,충청남도 천안시 동남구 청수동,중상사고,0,1,0,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승합,남,48세,상해없음,승용,여,44세,중상
2017011200100081,2017년 1월 12일 06시,목요일,충청남도 천안시 동남구 청수동,경상사고,0,0,1,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승합,남,28세,상해없음,이륜,남,46세,경상
2017011200100131,2017년 1월 12일 08시,목요일,충청남도 천안시 동남구 신부동,경상사고,0,0,1,0,차대차 - 정면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,35세,상해없음,승용,남,30세,경상
2017011200100175,2017년 1월 12일 10시,목요일,충청남도 천안시 서북구 쌍용동,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,적설,눈,교차로 - 교차로횡단보도내,승합,남,51세,상해없음,보행자,여,66세,중상
2017011200100176,2017년 1월 12일 10시,목요일,충청남도 천안시 서북구 불당동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,서리/결빙,눈,단일로 - 기타,기타불명,기타불명,미분류,기타불명,승용,여,50세,경상
2017011200100179,2017년 1월 12일 10시,목요일,충청남도 천안시 동남구 봉명동,경상사고,0,0,2,0,차대차 - 정면충돌,직진우회전진행방해,건조,맑음,교차로 - 교차로안,승용,남,58세,경상,승용,남,44세,경상
2017011200100228,2017년 1월 12일 12시,목요일,충청남도 천안시 서북구 백석동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,젖음/습기,눈,교차로 - 교차로부근,승용,여,30세,상해없음,승용,남,48세,경상
2017011200100306,2017년 1월 12일 15시,목요일,충청남도 천안시 서북구 두정동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,단일로 - 기타,승용,여,54세,상해없음,보행자,남,7세,중상
2017011200100465,2017년 1월 12일 20시,목요일,충청남도 천안시 동남구 신방동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,적설,맑음,단일로 - 기타,승용,남,60세,상해없음,승용,여,56세,경상
2017011300100039,2017년 1월 13일 01시,금요일,충청남도 천안시 동남구 성남면,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,32세,경상,승용,여,29세,경상
2017011300100221,2017년 1월 13일 11시,금요일,충청남도 천안시 서북구 직산읍,중상사고,0,1,0,0,차대차 - 측면충돌,교차로운행방법위반,젖음/습기,눈,교차로 - 교차로안,화물,남,61세,상해없음,승용,여,63세,중상
2017011300100337,2017년 1월 13일 15시,금요일,충청남도 천안시 서북구 두정동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,원동기,남,25세,경상,승합,남,57세,상해없음
2017011300100395,2017년 1월 13일 17시,금요일,충청남도 천안시 서북구 불당동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,37세,상해없음,승용,남,59세,중상
2017011300100622,2017년 1월 13일 23시,금요일,충청남도 천안시 서북구 성거읍,중상사고,0,3,2,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,28세,중상,승용,여,27세,경상
2017011400100063,2017년 1월 14일 02시,토요일,충청남도 천안시 동남구 신방동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,19세,상해없음,보행자,남,36세,상해없음
2017011400100221,2017년 1월 14일 11시,토요일,충청남도 천안시 동남구 신방동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,교차로 - 교차로부근,승용,남,33세,상해없음,승용,남,39세,경상
2017011400100251,2017년 1월 14일 12시,토요일,충청남도 천안시 서북구 쌍용동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,이륜,남,37세,경상,승용,남,30세,상해없음
2017011400100284,2017년 1월 14일 13시,토요일,충청남도 천안시 서북구 백석동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,39세,상해없음,승용,남,50세,경상
2017011400100332,2017년 1월 14일 15시,토요일,충청남도 천안시 동남구 신부동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,49세,상해없음,화물,남,49세,경상
2017011400100426,2017년 1월 14일 18시,토요일,충청남도 천안시 서북구 백석동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,52세,상해없음,승용,남,57세,상해없음
2017011400100429,2017년 1월 14일 18시,토요일,충청남도 천안시 동남구 수신면,중상사고,0,2,6,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,57세,상해없음,승합,남,46세,경상
2017011400100582,2017년 1월 14일 23시,토요일,충청남도 천안시 동남구 신방동,경상사고,0,0,1,0,차대사람 - 기타,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,남,51세,상해없음,보행자,남,30세,경상
2017011500100045,2017년 1월 15일 02시,일요일,충청남도 천안시 서북구 성환읍,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,28세,상해없음,승용,남,26세,경상
2017011500100207,2017년 1월 15일 13시,일요일,충청남도 천안시 서북구 성거읍,중상사고,0,1,4,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,65세,상해없음,승용,남,33세,상해없음
2017011500100411,2017년 1월 15일 20시,일요일,충청남도 천안시 서북구 불당동,중상사고,0,1,0,0,차대차 - 정면충돌,중앙선침범,건조,맑음,단일로 - 기타,승용,남,30세,상해없음,원동기,남,42세,중상
2017011600100026,2017년 1월 16일 00시,월요일,충청남도 천안시 동남구 목천읍,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,22세,상해없음,보행자,남,50세,경상
2017011600100078,2017년 1월 16일 06시,월요일,충청남도 천안시 동남구 신방동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,기타불명,기타불명,미분류,기타불명,원동기,남,63세,경상
2017011600100257,2017년 1월 16일 11시,월요일,충청남도 천안시 동남구 목천읍,경상사고,0,0,1,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,화물,남,48세,상해없음,화물,남,47세,경상
2017011600100258,2017년 1월 16일 11시,월요일,충청남도 천안시 동남구 신방동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,56세,상해없음,승용,여,34세,경상
2017011600100388,2017년 1월 16일 15시,월요일,충청남도 천안시 서북구 두정동,경상사고,0,0,1,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로부근,승용,여,56세,상해없음,승용,여,29세,경상
2017011600100391,2017년 1월 16일 15시,월요일,충청남도 천안시 동남구 봉명동,경상사고,0,0,3,0,차대차 - 측면충돌,직진우회전진행방해,건조,맑음,교차로 - 교차로안,승용,여,58세,경상,승용,남,77세,경상
2017011600100563,2017년 1월 16일 19시,월요일,충청남도 천안시 동남구 목천읍,중상사고,0,1,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,62세,상해없음,승용,남,22세,경상
2017011600100632,2017년 1월 16일 21시,월요일,충청남도 천안시 동남구 신부동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,24세,상해없음,승용,남,34세,경상
2017011600100633,2017년 1월 16일 21시,월요일,충청남도 천안시 동남구 사직동,경상사고,0,0,2,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,33세,상해없음,승용,남,55세,경상
2017011700100196,2017년 1월 17일 11시,화요일,충청남도 천안시 서북구 직산읍,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,43세,상해없음,화물,남,40세,경상
2017011700100226,2017년 1월 17일 12시,화요일,충청남도 천안시 동남구 원성동,경상사고,0,0,1,0,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 기타,화물,남,24세,상해없음,승용,남,58세,경상
